Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 59.3, 0.09
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, M, 1.08
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 1.32
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, M, 0.61
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 46.9, 1.95
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 56.4, 0.60
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 46.4, 1.40
VISTA, San Diego, CA06, -117.232, 33.235, 430, 56.1, 0.54
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 55.3, 0.30
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 60.7, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 43.4, 1.26
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 61.2, 0.00
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 58.1, T
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 59.6, T
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.09
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 56.9, 0.20
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 58.6, 0.32
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 56.5, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 41.3, 0.72
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 55.1, 0.50
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 56.1, 0.58
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 60.5, 0.02
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 59.4, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, M, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 59.3, 0.29
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 0.66
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 58.9, 0.28
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 50.9, 0.23
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 59.1, 0.19
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 58.4, 0.10
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, M, 0.79
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 57.7, 0.85
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 57.5, 0.35
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 57.8, 1.00
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 57.1, 0.13
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 57.6, 0.25
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 0.58
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 60.2, 0.11
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 59.7, 0.00
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 56.4, 0.00
JOSHUA TREE, San Bernardino, CA07, -116.275, 34.147, 2563, 51.5, T
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, M, 0.25
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 54.3, 0.02
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 0.24
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 0.50
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 56.8, 0.10
