Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 53.5, 1.78
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 57.0, 2.12
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 53.2, 0.65
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 40.2, 4.42
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 53.2, 2.17
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 53.2, 1.88
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 57.2, 1.62
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 54.8, 0.62
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 57.5, 0.15
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 56.4, 2.40
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 1.81
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 58.4, 2.30
BREA DAM, Orange, CA06, -117.926, 33.891, 275, M, 0.53
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, M, 2.77
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 50.2, 1.99
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, M, 0.23
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 57.1, 2.31
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 56.5, 2.82
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 54.9, 1.55
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 54.1, 1.38
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 52.4, 0.87
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 1.82
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 48.4, 0.44
MERCED, Merced, CA05, -120.516, 37.289, 154, 46.1, 2.87
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 55.8, 2.93
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 57.4, 2.19
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 55.4, 1.90
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 58.7, 2.07
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 51.8, 6.24
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 52.1, 3.81
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 30.4, 3.64
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 48.1, 5.94
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 57.0, 2.69
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 42.6, 13.42
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 42.0, 5.90
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 47.2, 7.33
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 56.5, 0.02
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 45.7, 0.81
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 45.3, 12.02
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 48.0, 1.90
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 41.6, 9.79
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 58.6, 0.14
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 49.7, 3.13
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 48.1, 4.22
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 48.6, 6.60
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 48.1, 2.96
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 49.2, 7.87
OJAI, Ventura, CA06, -119.227, 34.448, 745, 49.1, 2.14
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 47.6, 6.90
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 43.1, 15.58
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 56.3, 3.38
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 47.8, 3.94
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 47.6, 7.01
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 34.6, 14.31
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 52.7, 2.95
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 54.4, 3.21
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 49.6, 7.95
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 48.2, 7.18
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 29.4, 11.72
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 45.2, 11.91
WASCO, Kern, CA05, -119.352, 35.589, 291, 50.7, 0.65
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 37.1, 13.87
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 47.7, 4.77
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 36.3, 11.91
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 34.4, 5.61
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 50.2, 8.81
BLYTHE, Riverside, CA07, -114.597, 33.613, 268, 55.7, 0.86
EUREKA WFO WOODLEY ISLAND, Humboldt, CA01, -124.160, 40.810, 20, 46.0, 10.97
INDEPENDENCE, Inyo, CA07, -118.204, 36.798, 3950, 43.0, 0.56
SAN LUIS OBISPO POLY, San Luis Obispo, CA04, -120.662, 35.306, 308, 53.4, 6.42
BURNEY, Shasta, CA02, -121.655, 40.880, 3198, 32.0, 11.58
IMPERIAL BEACH REAM FIELD NAS, San Diego, CA06, -117.117, 32.568, 24, 55.7, 1.22
CAMPO, San Diego, CA06, -116.470, 32.626, 2630, 46.8, 2.74
EL CENTRO 2 SSW, Imperial, CA07, -115.562, 32.767, -30, 59.0, 0.43
IMPERIAL COUNTY AP, Imperial, CA07, -115.577, 32.835, -55, 56.6, 0.43
EL CENTRO NAF, Imperial, CA07, -115.664, 32.832, -46, 56.4, 0.03
ALPINE, San Diego, CA06, -116.777, 32.836, 1695, 50.8, 3.45
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 54.5, 2.61
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 55.7, 2.87
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, 57.4, 1.31
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 53.4, 2.04
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 52.6, 2.58
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 3.86
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 56.7, 2.69
TOPANGA PATROL FC-6, Los Angeles, CA06, -118.599, 34.084, 745, M, 3.18
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 55.7, 0.99
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 51.9, 0.03
JOSHUA TREE, San Bernardino, CA07, -116.275, 34.147, 2563, 48.1, 0.08
SAN DIMAS FIRE FC 95, Los Angeles, CA06, -117.802, 34.105, 958, M, 2.89
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, 55.6, 2.58
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 53.9, 0.74
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 3.53
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, 56.2, 5.16
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 53.6, 2.06
LYTLE CREEK R S, San Bernardino, CA06, -117.471, 34.238, 2730, M, 1.18
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 5.09
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 43.0, 8.03
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 52.9, 2.17
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 54.5, 1.59
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 53.7, 1.76
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 52.0, 1.72
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, M, 0.17
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 34.3, 1.90
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 2.23
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 2.54
CRYSTAL LAKE FC238C, Los Angeles, CA06, -117.842, 34.318, 5345, M, 5.26
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 2.38
