Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.32
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 57.8, 1.56
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 58.6, 1.69
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 62.6, 0.38
SUN CITY, Riverside, CA06, -117.190, 33.716, 1420, 57.4, 1.58
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 43.8, 2.53
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 56.1, 1.05
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 55.6, 1.59
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 59.2, 1.70
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 63.2, 0.23
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 66.3, 0.44
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 59.1, 1.70
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 1.75
SNOW CREEK UPPER, Riverside, CA07, -116.680, 33.873, 1940, M, 1.14
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 59.4, 1.56
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, 55.2, 2.61
DOWNEY FIRE DEPT. FC107C, Los Angeles, CA06, -118.145, 33.930, 110, M, 1.55
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 62.9, 1.51
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 57.9, 2.39
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 59.5, 1.63
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 58.7, 0.86
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 56.1, 0.48
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 1.95
RIVERSIDE CITRUS EXP, Riverside, CA06, -117.361, 33.967, 986, 58.7, 1.52
WALNUT NI FC102C, Los Angeles, CA06, -117.866, 34.002, 488, M, 2.55
MONTEBELLO, Los Angeles, CA06, -118.105, 34.019, 246, 61.3, 2.60
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 59.8, 0.60
MERCED, Merced, CA05, -120.516, 37.289, 154, 55.6, 0.91
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 56.4, 1.17
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 58.1, 1.00
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 55.6, 1.04
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 54.3, 1.74
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 54.7, 1.49
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 62.9, 0.08
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 39.4, 0.76
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 54.5, 3.39
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 57.9, 1.17
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 49.0, 3.99
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 43.4, 2.89
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 55.4, 1.62
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 68.5, 0.29
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 53.2, 2.94
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 47.4, 2.81
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 56.2, 1.59
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 47.1, 2.18
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 55.4, 3.15
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 65.3, 0.27
