Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.06
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 57.5, 0.55
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 59.7, 0.94
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 54.4, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 46.2, 0.15
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 55.8, 0.61
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 54.4, 0.12
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 61.6, 1.30
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 57.4, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 61.3, 0.03
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 58.0, 1.14
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 0.91
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 61.0, 1.06
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, M, 0.99
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 52.7, 0.31
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, M, 0.10
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 60.5, 1.07
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 59.4, 1.19
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 60.3, 0.21
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 58.9, 0.48
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 55.1, 0.45
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 0.76
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 1.68
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 52.5, 1.26
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 59.1, 1.28
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 57.7, 1.60
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 57.7, 1.80
