Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 82.1, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 65.0, 0.58
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.64
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 68.1, 0.32
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 59.8, 0.89
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 65.3, 0.67
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 60.4, 0.87
VISTA, San Diego, CA06, -117.232, 33.235, 430, 66.1, 0.88
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 63.1, 0.64
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 80.7, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 59.9, 0.62
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 81.5, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 0.30
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 81.3, 0.00
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 80.2, 0.00
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 75.8, 0.01
MERCED, Merced, CA05, -120.516, 37.289, 154, 68.3, 0.08
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 66.9, 0.35
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 65.9, 0.26
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 65.3, 0.40
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 66.6, 0.28
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 60.4, 0.01
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 62.4, 0.11
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 55.3, 1.72
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 68.3, 0.13
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 65.7, 0.49
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 63.4, 1.28
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 58.0, 1.30
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 68.7, 0.62
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 88.5, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 67.2, 0.28
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 53.6, 1.18
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 70.8, 0.17
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 58.4, 1.32
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 82.8, 0.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 70.2, 0.49
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 65.3, 0.14
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 69.9, 0.06
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 70.1, 0.10
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 65.1, 0.34
OJAI, Ventura, CA06, -119.227, 34.448, 745, 66.0, 0.23
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 69.3, 0.13
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 63.3, 1.90
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 70.8, 0.08
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 65.5, 0.15
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 61.0, 0.21
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 55.1, 1.02
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 70.0, 0.24
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 65.7, 0.06
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 63.1, 0.02
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 47.3, 1.99
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 61.9, 0.00
WASCO, Kern, CA05, -119.352, 35.589, 291, 71.7, 0.14
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 60.2, 1.24
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 69.5, 0.25
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 60.7, 2.96
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 58.5, 1.43
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 61.4, 0.10
