Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 60.8, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 64.1, 0.21
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.19
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 59.3, 0.12
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 53.8, 0.48
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 59.0, 0.13
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 49.4, 0.31
VISTA, San Diego, CA06, -117.232, 33.235, 430, 60.1, 0.11
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 55.8, 0.01
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 63.6, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 52.1, 0.33
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 60.2, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 0.00
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 59.0, T
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 58.4, T
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 0.35
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 56.1, 0.51
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 62.9, T
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 59.0, 0.01
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 58.5, 0.01
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 56.1, 0.00
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, M, T
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 41.2, 0.38
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 0.00
CRYSTAL LAKE FC238C, Los Angeles, CA06, -117.842, 34.318, 5345, M, 0.03
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 0.04
PACOIMA DAM FC33A-E, Los Angeles, CA06, -118.400, 34.329, 1550, M, 0.09
PIRU 2 ESE, Ventura, CA06, -118.757, 34.406, 712, M, 0.00
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 56.7, 0.01
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 0.02
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 53.3, 0.00
MERCED, Merced, CA05, -120.516, 37.289, 154, 49.6, 0.39
