Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 81.3, 0.01
MERCED, Merced, CA05, -120.516, 37.289, 154, 73.8, 0.00
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 71.4, 0.37
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 70.0, 0.31
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 70.7, 0.13
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 69.0, 0.43
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 64.8, 0.00
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 65.0, 0.02
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 88.2, 0.21
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 62.0, 0.06
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 73.6, 0.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 69.3, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 71.5, 0.00
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 65.8, 0.67
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 73.0, 0.00
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 91.8, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 76.9, 0.00
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 56.0, 0.05
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 76.2, 0.00
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 67.4, 0.15
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 68.9, 0.00
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 89.5, 0.00
LAKE SPAULDING, Nevada, CA02, -120.639, 39.318, 5156, 60.4, 0.08
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 75.7, 0.00
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 72.0, 0.00
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 72.6, 0.00
MARYSVILLE, Yuba, CA02, -121.585, 39.146, 57, 75.4, 0.00
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 72.8, T
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 69.0, 0.00
OJAI, Ventura, CA06, -119.227, 34.448, 745, 74.6, 0.01
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 73.7, 0.00
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 69.7, 0.00
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 77.4, 0.63
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 70.5, 0.00
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 67.0, 0.00
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 62.2, 0.00
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 77.7, 0.02
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 65.3, 0.23
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 62.3, 0.00
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 68.1, 0.00
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 56.5, T
TUSTIN IRVINE RANCH, Orange, CA06, -117.754, 33.703, 235, 73.0, 0.00
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 69.1, 0.00
VACAVILLE, Solano, CA02, -121.961, 38.396, 110, 74.9, 0.00
WASCO, Kern, CA05, -119.352, 35.589, 291, 75.2, 0.00
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 67.5, 0.00
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 72.8, 0.00
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 66.9, 0.51
