Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 94.1, 0.04
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 76.9, 0.00
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.02
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 73.1, 0.11
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 75.8, 0.64
RAMONA FIRE DEPT, San Diego, CA06, -116.908, 33.011, 1470, 74.8, 0.16
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 75.2, 0.00
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 69.5, 0.02
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 72.9, 0.32
VISTA, San Diego, CA06, -117.232, 33.235, 430, 70.0, T
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 67.1, 0.09
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.07
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 94.7, 0.17
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 77.5, 0.74
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 76.6, 0.00
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 95.0, T
ANZA, Riverside, CA06, -116.674, 33.556, 3915, M, 0.29
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 71.3, 0.16
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 96.2, 0.06
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 92.8, T
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.19
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 75.8, 0.17
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 73.2, 0.08
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 92.5, 0.12
SUN CITY, Riverside, CA06, -117.190, 33.716, 1420, 83.0, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 73.9, 0.17
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 80.3, 0.59
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 80.9, 0.21
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 74.8, 0.26
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 95.9, 0.15
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 95.9, 0.08
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 73.9, 0.34
SNOW CREEK UPPER, Riverside, CA07, -116.680, 33.873, 1940, M, 0.00
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 76.2, 0.05
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, 72.0, 0.00
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 72.6, 0.07
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 71.5, 0.02
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 81.5, 0.00
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 79.8, 0.14
