Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 75.5, 0.68
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 65.9, 2.48
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 1.73
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 63.1, 1.96
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 53.6, 3.20
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 61.9, 1.13
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 57.8, 2.96
VISTA, San Diego, CA06, -117.232, 33.235, 430, 62.0, 1.22
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 61.3, 1.38
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.50
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 73.9, 0.22
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 52.9, 4.53
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 76.4, 0.07
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 0.00
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 75.8, 0.35
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 75.1, 0.07
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 63.0, 0.42
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 62.2, 0.39
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, M, 0.20
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 64.7, 0.94
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 64.2, 1.01
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 0.95
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 61.7, 0.79
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 77.4, 0.15
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 73.3, 0.03
JOSHUA TREE, San Bernardino, CA07, -116.275, 34.147, 2563, 67.4, 0.00
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 62.1, T
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 1.79
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 0.87
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 63.8, 0.21
LYTLE CREEK R S, San Bernardino, CA06, -117.471, 34.238, 2730, M, 0.00
VICTORVILLE, San Bernardino, CA07, -117.293, 34.529, 2880, 63.0, 0.00
GIBRALTAR DAM NO. 2, Santa Barbara, CA06, -119.682, 34.523, 1558, 59.8, 0.62
AMBOY, San Bernardino, CA07, -115.744, 34.559, 648, 79.2, 0.00
PALMDALE, Los Angeles, CA07, -118.094, 34.588, 2612, 64.8, 0.12
SAUGUS POWER PLANT 1, Los Angeles, CA06, -118.454, 34.590, 2161, 60.7, 1.23
LOS PRIETOS RS, Santa Barbara, CA06, -119.791, 34.544, 1024, M, 0.49
CACHUMA LAKE, Santa Barbara, CA06, -119.982, 34.582, 789, 61.2, 0.26
SALSIPUEDES GAGING STATION, Santa Barbara, CA06, -120.408, 34.585, 254, M, 0.19
PALMDALE AP, Los Angeles, CA07, -118.083, 34.629, 2509, 64.5, 0.10
LOMPOC, Santa Barbara, CA06, -120.451, 34.654, 75, 60.0, 0.22
LANCASTER, Los Angeles, CA06, -118.213, 34.741, 2338, 63.6, 0.28
SANDBERG, Los Angeles, CA06, -118.724, 34.744, 4510, 58.6, 0.26
LEBEC, Kern, CA05, -118.865, 34.833, 3575, 57.5, 1.14
NEW CUYAMA FIRE STATION, Santa Barbara, CA06, -119.683, 34.946, 2160, 60.8, 0.26
TWITCHELL DAM, Santa Barbara, CA06, -120.321, 34.988, 582, 51.0, 0.77
BORON, Kern, CA07, -117.650, 35.004, 2450, M, 0.00
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 71.9, T
MERCED, Merced, CA05, -120.516, 37.289, 154, 65.9, 0.61
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 63.0, 1.81
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 64.0, 2.39
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 64.8, 1.69
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 62.4, 0.73
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 58.5, 0.02
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 59.0, 0.08
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 57.3, 0.88
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 68.0, 0.00
