Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.00
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 77.7, 0.00
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 70.3, T
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 86.1, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 67.2, 0.00
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 78.0, 0.00
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 76.8, 0.00
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 72.1, 0.00
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 91.1, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 90.8, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 70.1, 0.00
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 0.00
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 73.0, T
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, 76.1, 0.00
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, 72.8, 0.00
DOWNEY FIRE DEPT. FC107C, Los Angeles, CA06, -118.145, 33.930, 110, M, 0.00
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 70.1, 0.00
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 68.4, 0.00
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 78.1, 0.00
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 73.9, 0.00
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 0.00
RIVERSIDE CITRUS EXP, Riverside, CA06, -117.361, 33.967, 986, 75.1, 0.00
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 71.1, 0.00
LA CRESCENTA FC251 C, Los Angeles, CA06, -118.238, 34.222, 1545, M, 0.00
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 75.2, T
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 65.0, 0.00
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 62.0, 0.00
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 91.5, 0.00
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, 88.9, 0.00
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 62.1, 0.00
LAKE ARROWHEAD, San Bernardino, CA07, -117.188, 34.247, 5205, 66.5, 0.00
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 0.01
CRYSTAL LAKE FC238C, Los Angeles, CA06, -117.842, 34.318, 5345, M, 0.00
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 0.00
PACOIMA DAM FC33A-E, Los Angeles, CA06, -118.400, 34.329, 1550, M, 0.00
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 64.8, 0.00
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 0.00
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 85.4, 0.00
MERCED, Merced, CA05, -120.516, 37.289, 154, 75.8, 0.00
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 68.9, 0.02
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 66.9, 0.02
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 67.8, 0.02
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 68.9, 0.02
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 61.5, 0.00
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 62.6, 0.00
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 61.4, 0.31
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 73.4, 0.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 67.2, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 69.3, T
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 66.0, 0.00
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 73.1, 0.00
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 97.7, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 76.2, 0.00
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 52.1, 0.04
