Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 68.1, 0.15
MERCED, Merced, CA05, -120.516, 37.289, 154, 66.0, 0.20
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 65.7, 0.69
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 65.9, 0.46
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 64.1, 0.65
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 64.8, 0.28
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 61.3, 0.08
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 62.3, 0.41
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 76.1, 0.85
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 50.4, 0.43
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 64.1, 0.50
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 65.6, 0.18
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 60.3, 1.16
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 55.4, 2.14
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 64.9, 0.08
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 78.0, 0.22
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 64.9, 2.80
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 52.5, 1.60
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 62.9, 0.01
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 57.2, 0.09
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 62.0, 1.43
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 76.7, 1.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 65.0, 0.32
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 63.4, 0.17
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 63.8, 0.05
MARYSVILLE, Yuba, CA02, -121.585, 39.146, 57, 64.7, 0.68
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 63.3, 0.12
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 62.5, 0.67
OJAI, Ventura, CA06, -119.227, 34.448, 745, 62.7, 1.18
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 64.8, 0.40
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 58.5, 2.65
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 68.2, 0.77
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 60.2, 0.02
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 60.5, 0.62
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 52.3, 0.91
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 66.3, 1.63
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 63.6, 1.07
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 59.2, 0.12
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 61.6, 1.00
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 45.6, 1.54
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 60.7, 0.85
VACAVILLE, Solano, CA02, -121.961, 38.396, 110, 65.6, 0.08
WASCO, Kern, CA05, -119.352, 35.589, 291, 63.9, 1.50
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 54.9, 1.02
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 65.2, 0.45
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 54.6, 0.77
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 52.8, 0.55
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 60.5, 0.45
BLYTHE, Riverside, CA07, -114.597, 33.613, 268, 73.8, T
EUREKA WFO WOODLEY ISLAND, Humboldt, CA01, -124.160, 40.810, 20, 53.7, 2.40
INDEPENDENCE, Inyo, CA07, -118.204, 36.798, 3950, 61.9, 0.27
SAN LUIS OBISPO POLY, San Luis Obispo, CA04, -120.662, 35.306, 308, 60.5, 0.00
BURNEY, Shasta, CA02, -121.655, 40.880, 3198, 48.2, 0.80
CAMPO, San Diego, CA06, -116.470, 32.626, 2630, 60.5, 0.62
CALEXICO 2 NE, Imperial, CA07, -115.464, 32.688, 12, M, 0.55
EL CENTRO 2 SSW, Imperial, CA07, -115.562, 32.767, -30, 75.7, 0.88
LA MESA, San Diego, CA06, -117.023, 32.768, 530, 64.8, 0.62
IMPERIAL COUNTY AP, Imperial, CA07, -115.577, 32.835, -55, 74.3, 1.08
EL CENTRO NAF, Imperial, CA07, -115.664, 32.832, -46, 75.1, 1.24
ALPINE, San Diego, CA06, -116.777, 32.836, 1695, 64.1, 0.73
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 1.56
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 66.8, 0.22
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 66.7, 0.47
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 71.7, 0.74
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 55.9, 2.11
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 66.2, 1.01
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 65.2, 1.25
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 68.3, 0.15
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 74.5, 0.66
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 76.7, 2.03
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 66.0, 0.66
SNOW CREEK UPPER, Riverside, CA07, -116.680, 33.873, 1940, M, 2.60
