Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 73.1, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 68.3, 0.38
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.33
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 68.5, 1.05
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 61.3, 0.50
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 68.2, 0.33
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 59.2, 0.26
VISTA, San Diego, CA06, -117.232, 33.235, 430, 68.6, 0.54
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 65.3, 0.73
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 76.5, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 60.9, 0.12
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 77.6, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 0.61
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 75.9, 0.27
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 76.7, 0.00
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.00
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 70.4, 0.36
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 71.5, 0.16
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 73.1, 0.02
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 57.6, 0.22
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 69.6, 0.00
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 70.0, 0.13
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 70.5, 0.32
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 77.0, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 78.7, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 70.7, 0.32
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 0.06
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 72.8, 0.15
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, M, 0.31
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 66.0, 0.03
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, M, 0.00
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 69.7, 0.07
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 69.0, 0.15
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 71.8, 0.72
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 71.2, 0.24
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 68.8, T
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 0.14
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 68.6, 0.08
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 68.4, 0.05
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, 67.7, 0.00
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 71.2, 0.17
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 69.4, 0.15
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 0.10
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 69.8, 0.07
TOPANGA PATROL FC-6, Los Angeles, CA06, -118.599, 34.084, 745, M, 0.03
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 77.6, 0.03
JOSHUA TREE, San Bernardino, CA07, -116.275, 34.147, 2563, 69.3, T
SAN DIMAS FIRE FC 95, Los Angeles, CA06, -117.802, 34.105, 958, M, 0.08
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, 70.3, 0.69
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 64.0, 0.13
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 1.65
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, 75.1, 0.64
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 70.2, 0.61
LYTLE CREEK R S, San Bernardino, CA06, -117.471, 34.238, 2730, M, 0.00
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 0.34
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 61.3, 0.54
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 70.0, 0.46
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 65.9, T
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 64.5, 0.04
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 74.5, 0.18
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, M, T
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 50.9, 0.07
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 0.06
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 0.02
CRYSTAL LAKE FC238C, Los Angeles, CA06, -117.842, 34.318, 5345, M, 0.43
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 0.31
PACOIMA DAM FC33A-E, Los Angeles, CA06, -118.400, 34.329, 1550, M, 1.32
