Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 62.7, 0.36
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 50.4, 1.13
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, M, 4.36
RAMONA FIRE DEPT, San Diego, CA06, -116.908, 33.011, 1470, 49.7, 3.72
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 53.8, 3.38
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 54.1, 2.15
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 44.9, 7.83
VISTA, San Diego, CA06, -117.232, 33.235, 430, 52.9, 2.48
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 51.5, 0.98
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.21
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 58.5, 1.78
OAK GROVE RS, San Diego, CA06, -116.792, 33.386, 2750, M, 2.85
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 39.3, 7.02
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 52.7, 1.27
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 63.3, 0.01
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 55.4, 1.89
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 59.8, 0.25
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 60.2, 0.18
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 53.7, 0.23
MERCED, Merced, CA05, -120.516, 37.289, 154, 50.0, 4.20
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 54.1, 2.42
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 57.2, 1.36
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 53.0, 1.35
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 54.8, 0.89
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 51.0, 6.13
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 49.0, 5.75
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 61.3, 0.40
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 34.4, 1.43
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 49.2, 3.34
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 55.4, 1.47
