Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 61.4, 0.19
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 59.3, 5.02
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 4.58
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 56.3, 4.89
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 44.6, 8.70
RAMONA FIRE DEPT, San Diego, CA06, -116.908, 33.011, 1470, 54.0, 5.64
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 57.7, 3.95
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 57.0, 2.74
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 47.7, 8.67
VISTA, San Diego, CA06, -117.232, 33.235, 430, 58.8, 3.44
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 56.3, 3.14
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.30
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 60.1, 0.75
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 41.8, 10.95
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 52.4, 4.83
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 58.6, 0.00
ANZA, Riverside, CA06, -116.674, 33.556, 3915, M, 2.59
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 57.7, 4.23
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 60.4, 0.08
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 59.5, 0.48
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 54.3, 0.59
MERCED, Merced, CA05, -120.516, 37.289, 154, 52.6, 4.80
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 57.0, 3.61
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 59.0, 3.67
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 56.1, 0.76
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 53.5, 8.46
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 53.2, 10.12
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 60.2, 0.00
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 37.2, 1.13
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 50.0, 8.42
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 59.1, 2.92
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 45.1, 21.40
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 41.4, 9.84
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 50.7, 7.46
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 61.4, 0.43
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 47.9, 6.44
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 50.2, 11.10
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 52.6, 3.28
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 44.5, 10.33
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 53.2, 14.58
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 62.5, 0.32
LAKE SPAULDING, Nevada, CA02, -120.639, 39.318, 5156, 35.8, 25.41
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 53.8, 5.99
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 52.5, 4.87
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 53.0, 8.56
MARYSVILLE, Yuba, CA02, -121.585, 39.146, 57, 53.4, 9.38
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 51.7, 4.95
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 52.7, 9.88
OJAI, Ventura, CA06, -119.227, 34.448, 745, 53.8, 10.06
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 51.2, 5.95
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 48.6, 8.94
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 57.6, 9.70
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 50.4, 5.89
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 52.7, 10.25
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 40.6, 15.13
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 54.0, 3.64
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 56.1, 9.79
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 53.1, 14.06
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 52.4, 11.65
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 33.7, 8.80
TUSTIN IRVINE RANCH, Orange, CA06, -117.754, 33.703, 235, 56.2, 3.97
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 50.2, 12.03
VACAVILLE, Solano, CA02, -121.961, 38.396, 110, 51.6, 10.51
WASCO, Kern, CA05, -119.352, 35.589, 291, 54.7, 1.82
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 43.0, 11.79
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 49.8, 5.79
