Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 58.6, 0.03
MERCED, Merced, CA05, -120.516, 37.289, 154, 53.6, 1.89
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 57.3, 1.35
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 58.1, 0.97
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 56.8, 1.54
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 60.3, 1.60
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 53.2, 4.76
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 54.6, 2.69
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 38.3, 1.30
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 52.2, 5.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 58.3, 1.69
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 48.0, 17.34
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 45.1, 3.96
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 52.7, 4.06
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 67.6, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 52.4, 3.10
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 46.8, 11.71
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 54.6, 1.73
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 42.2, 16.05
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 50.5, 9.44
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 65.6, 0.01
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 54.1, 3.04
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 53.1, 2.57
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 53.6, 2.95
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 55.2, 2.02
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 53.1, 9.04
OJAI, Ventura, CA06, -119.227, 34.448, 745, 52.8, 3.46
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 52.4, 3.38
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 46.9, 13.56
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 60.4, 2.64
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 51.4, 2.44
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 50.9, 6.34
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 41.3, 13.82
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 57.6, 1.95
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 56.3, 2.38
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 53.8, 7.38
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 52.4, 7.79
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 33.5, 6.82
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 48.3, 9.46
WASCO, Kern, CA05, -119.352, 35.589, 291, 57.0, 1.26
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 42.8, 10.03
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 52.8, 3.68
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 43.5, 5.76
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 40.7, 3.50
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 52.9, 9.61
BLYTHE, Riverside, CA07, -114.597, 33.613, 268, 62.8, 0.26
EUREKA WFO WOODLEY ISLAND, Humboldt, CA01, -124.160, 40.810, 20, 46.9, 12.02
INDEPENDENCE, Inyo, CA07, -118.204, 36.798, 3950, 52.9, 0.04
SAN LUIS OBISPO POLY, San Luis Obispo, CA04, -120.662, 35.306, 308, 55.4, 2.95
BURNEY, Shasta, CA02, -121.655, 40.880, 3198, 40.4, 5.43
IMPERIAL BEACH REAM FIELD NAS, San Diego, CA06, -117.117, 32.568, 24, 58.5, 0.33
CAMPO, San Diego, CA06, -116.470, 32.626, 2630, 50.6, 2.88
EL CENTRO 2 SSW, Imperial, CA07, -115.562, 32.767, -30, 64.3, 0.00
IMPERIAL COUNTY AP, Imperial, CA07, -115.577, 32.835, -55, 63.6, T
EL CENTRO NAF, Imperial, CA07, -115.664, 32.832, -46, 62.6, 0.05
ALPINE, San Diego, CA06, -116.777, 32.836, 1695, 54.3, 3.51
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 55.4, 1.92
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 56.6, 1.18
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, 56.7, 0.14
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 56.8, 2.31
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 57.6, 2.61
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 2.10
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 57.8, 2.27
TOPANGA PATROL FC-6, Los Angeles, CA06, -118.599, 34.084, 745, M, 4.92
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 65.4, 0.03
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 60.5, 0.04
JOSHUA TREE, San Bernardino, CA07, -116.275, 34.147, 2563, 56.8, 0.20
SAN DIMAS FIRE FC 95, Los Angeles, CA06, -117.802, 34.105, 958, M, 2.84
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, 58.1, 1.45
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 53.0, 0.68
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 2.74
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, 60.9, 2.66
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 57.5, 2.89
LYTLE CREEK R S, San Bernardino, CA06, -117.471, 34.238, 2730, M, 0.07
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 4.86
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 47.0, 8.36
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 57.8, 2.07
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 55.3, 2.34
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 55.0, 2.42
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 65.2, 0.07
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, M, 0.09
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 39.8, 0.76
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 3.71
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 1.74
CRYSTAL LAKE FC238C, Los Angeles, CA06, -117.842, 34.318, 5345, M, 5.94
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 6.13
PACOIMA DAM FC33A-E, Los Angeles, CA06, -118.400, 34.329, 1550, M, 2.32
PIRU 2 ESE, Ventura, CA06, -118.757, 34.406, 712, M, 2.75
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 52.5, 2.28
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 6.23
VICTORVILLE, San Bernardino, CA07, -117.293, 34.529, 2880, 52.2, 0.63
ACTON ESCONDIDO FC261, Los Angeles, CA06, -118.271, 34.494, 2833, M, 1.71
GIBRALTAR DAM NO. 2, Santa Barbara, CA06, -119.682, 34.523, 1558, M, 3.59
AMBOY, San Bernardino, CA07, -115.744, 34.559, 648, 63.3, 0.01
PALMDALE, Los Angeles, CA07, -118.094, 34.588, 2612, 54.3, 1.10
SAUGUS POWER PLANT 1, Los Angeles, CA06, -118.454, 34.590, 2161, 52.2, 3.90
LOS PRIETOS RS, Santa Barbara, CA06, -119.791, 34.544, 1024, M, 5.03
CACHUMA LAKE, Santa Barbara, CA06, -119.982, 34.582, 789, 54.5, 3.63
SALSIPUEDES GAGING STATION, Santa Barbara, CA06, -120.408, 34.585, 254, M, 3.50
PALMDALE AP, Los Angeles, CA07, -118.083, 34.629, 2509, 52.3, 0.65
LOMPOC, Santa Barbara, CA06, -120.451, 34.654, 75, 54.3, 2.70
LANCASTER, Los Angeles, CA06, -118.213, 34.741, 2338, 52.4, 0.47
SANDBERG, Los Angeles, CA06, -118.724, 34.744, 4510, 45.7, 1.95
LEBEC, Kern, CA05, -118.865, 34.833, 3575, 45.8, 2.06
NEW CUYAMA FIRE STATION, Santa Barbara, CA06, -119.683, 34.946, 2160, 51.2, 1.57
TWITCHELL DAM, Santa Barbara, CA06, -120.321, 34.988, 582, 55.3, 3.88
TEHACHAPI AP, Kern, CA05, -118.432, 35.131, 3960, 45.3, 0.01
PISMO BEACH, San Luis Obispo, CA04, -120.683, 35.160, 39, 52.0, 1.89
BAKER, San Bernardino, CA07, -116.063, 35.276, 962, 61.1, 0.01
SALINAS DAM, San Luis Obispo, CA04, -120.504, 35.337, 1392, 52.0, 3.38
RANDSBURG, Kern, CA07, -117.652, 35.369, 3570, 52.6, 0.25
SANTA MARGARITA BOOST, San Luis Obispo, CA04, -120.637, 35.374, 1148, 54.4, 4.44
BAKERSFIELD AP, Kern, CA05, -119.055, 35.434, 490, 57.7, 1.27
BUTTONWILLOW, Kern, CA05, -119.470, 35.403, 225, 56.8, 0.90
GLENNVILLE, Kern, CA05, -118.701, 35.727, 3140, 43.2, 2.10
TRONA, San Bernardino, CA07, -117.391, 35.764, 1695, 57.9, 0.10
DELANO, Kern, CA05, -119.260, 35.768, 302, 54.7, 1.56
BRADLEY TELEMETERING, Monterey, CA04, -120.868, 35.930, 443, M, 1.52
PORTERVILLE MUNICIPAL AIRPORT, Tulare, CA05, -119.062, 36.029, 442, 53.9, 1.84
KETTLEMAN CITY, Kings, CA05, -119.960, 36.007, 240, 54.7, 1.24
HAIWEE, Inyo, CA07, -117.953, 36.139, 3825, 52.8, 0.20
CORCORAN IRRIGATION DIST., Kings, CA05, -119.582, 36.098, 200, 55.3, 1.78
COALINGA, Fresno, CA05, -120.361, 36.136, 670, 55.7, 1.08
KING CITY, Monterey, CA04, -121.138, 36.207, 320, 54.8, 2.46
LINDSAY, Tulare, CA05, -119.054, 36.203, 435, 52.5, 2.27
BIG SUR STATION, Monterey, CA04, -121.780, 36.247, 200, 51.0, 7.51
VISALIA, Tulare, CA05, -119.300, 36.328, 303, 54.5, 1.60
FIVE POINTS 5 SSW, Fresno, CA05, -120.156, 36.364, 285, 56.1, 1.44
SAN CLEMENTE DAM, Monterey, CA04, -121.709, 36.438, 600, M, 3.94
ASH MOUNTAIN, Tulare, CA05, -118.825, 36.491, 1708, 51.1, 2.98
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 60.8, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 54.4, 0.97
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 2.30
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 57.3, 1.93
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 48.0, 3.41
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 56.6, 1.34
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 48.2, 5.00
VISTA, San Diego, CA06, -117.232, 33.235, 430, 56.2, 1.78
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 54.7, 0.87
