Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 74.1, 0.13
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, M, 0.03
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.06
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, M, 0.04
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 56.0, 0.08
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 61.0, 0.04
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 55.3, 0.04
VISTA, San Diego, CA06, -117.232, 33.235, 430, 61.5, 0.05
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 58.9, 0.00
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 75.0, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 55.5, 0.00
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 77.1, 0.00
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 75.7, 0.00
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 77.6, 0.00
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.00
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 66.3, 0.02
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 63.5, 0.05
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 70.6, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 52.4, 0.03
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 64.6, 0.00
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 63.8, 0.02
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 65.5, 0.02
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 74.5, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, M, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 65.1, 0.04
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 0.09
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 65.3, 0.02
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 60.9, T
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 62.9, 0.05
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 62.0, 0.05
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, M, 0.00
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 65.5, T
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 65.8, 0.01
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 61.8, 0.30
