Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 57.3, 0.66
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 8.48
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 55.0, 8.97
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 48.3, 11.43
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 57.7, 7.14
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 45.8, 15.25
VISTA, San Diego, CA06, -117.232, 33.235, 430, 56.4, 8.12
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 54.3, 7.22
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.67
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 59.4, 2.65
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 47.4, 21.97
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 58.3, 1.20
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 11.05
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 56.7, 0.54
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 56.4, 0.52
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 1.90
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 55.0, 11.67
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 59.3, 9.19
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 55.5, 2.21
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 45.1, 11.85
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 53.1, 7.17
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 55.0, 7.13
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 58.7, 10.83
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 56.7, 1.17
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 59.5, 6.71
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 56.2, 10.41
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 7.69
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 56.4, 9.22
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, M, 5.77
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 52.2, 7.70
DOWNEY FIRE DEPT. FC107C, Los Angeles, CA06, -118.145, 33.930, 110, M, 10.33
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 58.0, 8.82
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 58.2, 8.83
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 53.7, 0.22
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 56.7, 6.88
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 54.7, 5.05
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 12.45
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 50.8, 2.52
MERCED, Merced, CA05, -120.516, 37.289, 154, 49.9, 3.62
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 56.2, 6.49
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 58.8, 5.00
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 56.2, 6.69
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 58.3, 5.25
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 52.1, 6.00
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 54.0, 12.97
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 35.2, 3.88
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 50.5, 1.68
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 57.4, 4.92
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 44.2, 13.11
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 43.4, 13.66
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 50.3, 5.49
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 54.2, 0.47
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 46.7, 6.80
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 48.5, 11.52
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 50.2, 6.46
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 39.3, 8.03
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 50.2, 10.79
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 61.3, 2.62
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 49.5, 8.74
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 50.3, 3.87
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 51.7, 2.63
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 49.4, 3.41
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 50.8, 8.64
OJAI, Ventura, CA06, -119.227, 34.448, 745, 51.5, 8.63
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 48.2, 4.93
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 44.9, 13.34
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 58.2, 15.10
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 49.7, 7.14
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 49.6, 8.35
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 37.6, 13.82
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 54.1, 12.60
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 50.9, 9.40
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 49.5, 8.38
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 32.5, 11.40
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 48.3, 9.12
WASCO, Kern, CA05, -119.352, 35.589, 291, 51.5, 5.76
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 41.9, 9.44
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 49.0, 1.32
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 39.6, 2.20
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 38.2, 4.19
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 51.9, 7.88
BLYTHE, Riverside, CA07, -114.597, 33.613, 268, 57.0, 0.80
EUREKA WFO WOODLEY ISLAND, Humboldt, CA01, -124.160, 40.810, 20, 49.6, 10.08
INDEPENDENCE, Inyo, CA07, -118.204, 36.798, 3950, 44.3, 7.70
SAN LUIS OBISPO POLY, San Luis Obispo, CA04, -120.662, 35.306, 308, 53.5, 9.67
BURNEY, Shasta, CA02, -121.655, 40.880, 3198, 36.5, 7.29
IMPERIAL BEACH REAM FIELD NAS, San Diego, CA06, -117.117, 32.568, 24, M, 1.94
CAMPO, San Diego, CA06, -116.470, 32.626, 2630, 50.4, 8.22
EL CENTRO 2 SSW, Imperial, CA07, -115.562, 32.767, -30, 60.2, 0.42
IMPERIAL COUNTY AP, Imperial, CA07, -115.577, 32.835, -55, 58.6, 0.47
EL CENTRO NAF, Imperial, CA07, -115.664, 32.832, -46, 55.2, 0.24
ALPINE, San Diego, CA06, -116.777, 32.836, 1695, 53.8, 7.74
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 53.4, 10.01
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 56.7, 9.57
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, M, 0.14
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 55.1, 7.82
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 55.0, 9.86
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 12.49
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 59.2, 11.23
TOPANGA PATROL FC-6, Los Angeles, CA06, -118.599, 34.084, 745, M, 15.43
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 58.1, 1.42
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 53.6, 0.77
JOSHUA TREE, San Bernardino, CA07, -116.275, 34.147, 2563, 51.2, 2.37
SAN DIMAS FIRE FC 95, Los Angeles, CA06, -117.802, 34.105, 958, M, 12.27
GLENDORA FC 287B, Los Angeles, CA06, -117.847, 34.147, 933, M, 17.71
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, M, 4.98
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 53.9, 0.22
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 12.25
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 16.19
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 54.9, 6.37
LYTLE CREEK R S, San Bernardino, CA06, -117.471, 34.238, 2730, M, 8.16
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 47.1, 11.67
LA CRESCENTA FC251 C, Los Angeles, CA06, -118.238, 34.222, 1545, M, 13.64
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 56.0, 7.55
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 55.5, 7.63
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 56.5, 9.61
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 57.5, 1.64
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, M, 2.22
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 38.6, 16.30
LAKE ARROWHEAD, San Bernardino, CA07, -117.188, 34.247, 5205, M, 8.86
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 7.47
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 7.99
CRYSTAL LAKE FC238C, Los Angeles, CA06, -117.842, 34.318, 5345, M, 21.79
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 17.03
PACOIMA DAM FC33A-E, Los Angeles, CA06, -118.400, 34.329, 1550, M, 8.90
PIRU 2 ESE, Ventura, CA06, -118.757, 34.406, 712, M, 8.90
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 53.3, 10.15
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 14.01
VICTORVILLE, San Bernardino, CA07, -117.293, 34.529, 2880, 48.4, 5.35
ACTON ESCONDIDO FC261, Los Angeles, CA06, -118.271, 34.494, 2833, M, 7.08
GIBRALTAR DAM NO. 2, Santa Barbara, CA06, -119.682, 34.523, 1558, M, 10.74
AMBOY, San Bernardino, CA07, -115.744, 34.559, 648, 54.8, 1.57
PALMDALE, Los Angeles, CA07, -118.094, 34.588, 2612, 49.5, 4.15
SAUGUS POWER PLANT 1, Los Angeles, CA06, -118.454, 34.590, 2161, M, 10.50
LOS PRIETOS RS, Santa Barbara, CA06, -119.791, 34.544, 1024, M, 10.85
CACHUMA LAKE, Santa Barbara, CA06, -119.982, 34.582, 789, 53.1, 9.48
SALSIPUEDES GAGING STATION, Santa Barbara, CA06, -120.408, 34.585, 254, M, 10.17
PALMDALE AP, Los Angeles, CA07, -118.083, 34.629, 2509, 48.0, 3.30
LOMPOC, Santa Barbara, CA06, -120.451, 34.654, 75, 54.5, 8.88
LANCASTER, Los Angeles, CA06, -118.213, 34.741, 2338, 47.5, 3.97
SANDBERG, Los Angeles, CA06, -118.724, 34.744, 4510, 44.6, 4.83
LEBEC, Kern, CA05, -118.865, 34.833, 3575, 46.8, 2.72
CHUCHUPATE RANGER STN, Ventura, CA05, -119.011, 34.808, 5260, M, 0.00
MITCHELL CAVERNS, San Bernardino, CA07, -115.547, 34.944, 4350, 48.4, 5.14
NEW CUYAMA FIRE STATION, Santa Barbara, CA06, -119.683, 34.946, 2160, 51.5, 4.14
TWITCHELL DAM, Santa Barbara, CA06, -120.321, 34.988, 582, 52.4, 12.63
TEHACHAPI AP, Kern, CA05, -118.432, 35.131, 3960, 44.9, 4.09
PISMO BEACH, San Luis Obispo, CA04, -120.683, 35.160, 39, 52.8, 11.75
TAFT, Kern, CA05, -119.430, 35.150, 773, 50.1, 0.11
BAKER, San Bernardino, CA07, -116.063, 35.276, 962, 50.7, 3.40
SALINAS DAM, San Luis Obispo, CA04, -120.504, 35.337, 1392, M, 12.31
RANDSBURG, Kern, CA07, -117.652, 35.369, 3570, 46.6, 4.11
SANTA MARGARITA BOOST, San Luis Obispo, CA04, -120.637, 35.374, 1148, 50.6, 16.67
MORRO BAY FIRE DEPT, San Luis Obispo, CA04, -120.845, 35.367, 118, 53.9, 10.56
