Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 67.0, T
MERCED, Merced, CA05, -120.516, 37.289, 154, 63.0, 3.78
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 64.1, 1.12
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 65.1, 1.24
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 63.3, 0.49
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 67.0, 0.00
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 60.0, 2.14
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 60.8, 1.83
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 72.0, 0.00
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 47.3, 0.89
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 61.9, 2.91
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 64.5, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 56.5, 5.03
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 49.6, 1.52
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 62.8, 2.21
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 75.6, 0.02
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 62.5, 0.61
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 52.6, 4.78
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 65.0, 1.31
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 55.2, 3.85
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 60.5, 3.44
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 71.4, 0.05
LAKE SPAULDING, Nevada, CA02, -120.639, 39.318, 5156, 48.5, 6.44
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 65.3, 1.65
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 62.5, 2.60
MARYSVILLE, Yuba, CA02, -121.585, 39.146, 57, 63.5, 2.35
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 61.3, 3.53
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 61.5, 2.29
OJAI, Ventura, CA06, -119.227, 34.448, 745, 63.3, 2.46
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 62.2, 1.98
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 57.5, 3.84
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 65.8, 1.29
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 58.5, 1.34
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 59.9, 2.00
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 50.8, 3.70
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 63.9, 0.64
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 62.9, 3.80
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 58.3, 4.84
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 60.6, 3.45
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 45.2, 2.40
TUSTIN IRVINE RANCH, Orange, CA06, -117.754, 33.703, 235, 64.8, 1.25
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 59.8, 2.92
VACAVILLE, Solano, CA02, -121.961, 38.396, 110, 62.8, 3.15
WASCO, Kern, CA05, -119.352, 35.589, 291, 64.0, 0.25
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 54.6, 3.33
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 61.8, 1.81
