Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 48.1, 1.74
MERCED, Merced, CA05, -120.516, 37.289, 154, 45.6, 2.17
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 57.4, 4.81
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 58.9, 4.22
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 59.9, 2.60
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 57.0, 3.96
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 50.7, 4.63
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 54.9, 2.71
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 30.4, 4.58
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 44.6, 0.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 58.1, 3.98
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 44.8, 10.81
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 43.4, 7.91
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 45.0, 3.37
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 51.2, 0.17
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 48.1, 3.47
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 43.4, 7.07
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 46.9, 1.60
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 38.9, 9.53
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 58.8, 1.10
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 48.2, 3.03
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 47.2, 2.62
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 45.1, 1.91
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 47.2, 5.64
OJAI, Ventura, CA06, -119.227, 34.448, 745, 51.3, 3.93
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 45.0, 2.91
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 45.8, T
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 54.5, 4.38
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 46.9, 1.98
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 46.5, 3.92
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 32.7, 8.36
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, M, 3.89
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 55.8, 3.91
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 50.5, 7.84
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 30.3, 7.02
WASCO, Kern, CA05, -119.352, 35.589, 291, 48.2, 1.91
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 37.7, 7.47
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 45.8, 2.58
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 37.5, 8.37
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 33.4, 3.41
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 49.8, 6.59
EUREKA WFO WOODLEY ISLAND, Humboldt, CA01, -124.160, 40.810, 20, 44.9, 7.87
INDEPENDENCE, Inyo, CA07, -118.204, 36.798, 3950, 43.0, 0.64
SAN LUIS OBISPO POLY, San Luis Obispo, CA04, -120.662, 35.306, 308, 54.8, 4.17
IMPERIAL BEACH REAM FIELD NAS, San Diego, CA06, -117.117, 32.568, 24, 58.7, 0.76
CAMPO, San Diego, CA06, -116.470, 32.626, 2630, 50.9, 4.87
EL CENTRO 2 SSW, Imperial, CA07, -115.562, 32.767, -30, 56.0, 1.09
IMPERIAL COUNTY AP, Imperial, CA07, -115.577, 32.835, -55, 56.5, 0.85
EL CENTRO NAF, Imperial, CA07, -115.664, 32.832, -46, 56.1, 1.32
ALPINE, San Diego, CA06, -116.777, 32.836, 1695, 53.6, 4.50
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 1.51
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 55.4, 3.81
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 57.4, 3.95
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 53.6, 2.44
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 42.4, 6.86
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 53.4, 3.48
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 54.3, 3.06
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 59.4, 4.39
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 54.8, 0.93
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, M, 1.19
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 57.5, 3.59
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 2.93
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 58.1, 4.51
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, M, 4.51
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 51.8, 3.11
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 58.6, 2.93
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 58.1, 2.78
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, M, 3.28
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 56.3, 3.34
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 55.5, 3.92
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 57.9, 4.46
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 57.6, 4.15
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, M, 0.00
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 54.0, 3.43
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 56.6, 2.58
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 5.23
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 59.5, 5.02
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 52.4, 2.00
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 52.8, 1.26
JOSHUA TREE, San Bernardino, CA07, -116.275, 34.147, 2563, 47.6, 1.86
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, M, 3.83
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 57.5, 1.03
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 4.57
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 5.17
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 56.2, 3.49
LYTLE CREEK R S, San Bernardino, CA06, -117.471, 34.238, 2730, M, 9.49
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 6.83
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 45.9, 9.34
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 56.1, 3.71
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 56.3, 3.18
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 58.2, 2.75
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 59.3, 0.05
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, M, 1.65
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 36.8, 6.10
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 5.74
PACOIMA DAM FC33A-E, Los Angeles, CA06, -118.400, 34.329, 1550, M, 3.79
PIRU 2 ESE, Ventura, CA06, -118.757, 34.406, 712, M, 3.90
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 52.8, 3.19
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 3.55
VICTORVILLE, San Bernardino, CA07, -117.293, 34.529, 2880, 46.3, 2.23
GIBRALTAR DAM NO. 2, Santa Barbara, CA06, -119.682, 34.523, 1558, 51.6, 3.05
AMBOY, San Bernardino, CA07, -115.744, 34.559, 648, 52.7, 1.30
PALMDALE, Los Angeles, CA07, -118.094, 34.588, 2612, 47.6, 2.21
SAUGUS POWER PLANT 1, Los Angeles, CA06, -118.454, 34.590, 2161, M, 4.46
LOS PRIETOS RS, Santa Barbara, CA06, -119.791, 34.544, 1024, M, 2.56
CACHUMA LAKE, Santa Barbara, CA06, -119.982, 34.582, 789, 52.2, 1.92
SALSIPUEDES GAGING STATION, Santa Barbara, CA06, -120.408, 34.585, 254, M, 2.53
PALMDALE AP, Los Angeles, CA07, -118.083, 34.629, 2509, 46.3, 1.47
LOMPOC, Santa Barbara, CA06, -120.451, 34.654, 75, 52.5, 2.16
LOMPOC AP, Santa Barbara, CA06, -120.467, 34.667, 88, 52.3, 1.02
LANCASTER, Los Angeles, CA06, -118.213, 34.741, 2338, 46.1, 1.59
SANDBERG, Los Angeles, CA06, -118.724, 34.744, 4510, 45.0, 2.43
LEBEC, Kern, CA05, -118.865, 34.833, 3575, 44.2, 3.42
NEW CUYAMA FIRE STATION, Santa Barbara, CA06, -119.683, 34.946, 2160, 46.0, 2.26
TWITCHELL DAM, Santa Barbara, CA06, -120.321, 34.988, 582, 52.4, 3.17
BORON, Kern, CA07, -117.650, 35.004, 2450, M, 1.00
MOJAVE, Kern, CA07, -118.162, 35.049, 2735, 45.5, 0.36
PISMO BEACH, San Luis Obispo, CA04, -120.683, 35.160, 39, 54.6, 4.29
TAFT, Kern, CA05, -119.430, 35.150, 773, M, 0.80
SALINAS DAM, San Luis Obispo, CA04, -120.504, 35.337, 1392, M, 2.70
RANDSBURG, Kern, CA07, -117.652, 35.369, 3570, 45.2, 1.51
SANTA MARGARITA BOOST, San Luis Obispo, CA04, -120.637, 35.374, 1148, M, 2.70
MORRO BAY FIRE DEPT, San Luis Obispo, CA04, -120.845, 35.367, 118, M, 2.66
BAKERSFIELD AP, Kern, CA05, -119.055, 35.434, 490, 49.9, 2.41
BUTTONWILLOW, Kern, CA05, -119.470, 35.403, 225, 47.5, 1.19
LOST HILLS, Kern, CA05, -119.689, 35.618, 288, M, 1.03
GLENNVILLE, Kern, CA05, -118.701, 35.727, 3140, 41.7, 6.29
TRONA, San Bernardino, CA07, -117.391, 35.764, 1695, 45.8, 1.58
DELANO, Kern, CA05, -119.260, 35.768, 302, 47.3, 1.96
BRADLEY TELEMETERING, Monterey, CA04, -120.868, 35.930, 443, M, 1.36
KETTLEMAN CITY, Kings, CA05, -119.960, 36.007, 240, 47.4, 0.69
HAIWEE, Inyo, CA07, -117.953, 36.139, 3825, 37.0, 1.31
CORCORAN IRRIGATION DIST., Kings, CA05, -119.582, 36.098, 200, 47.6, 1.70
COALINGA, Fresno, CA05, -120.361, 36.136, 670, 48.5, 0.84
KING CITY, Monterey, CA04, -121.138, 36.207, 320, 49.7, 1.27
LINDSAY, Tulare, CA05, -119.054, 36.203, 435, 47.6, 2.64
WESTHAVEN, Fresno, CA05, -119.997, 36.227, 285, M, 0.87
BIG SUR STATION, Monterey, CA04, -121.780, 36.247, 200, 49.9, 7.40
VISALIA, Tulare, CA05, -119.300, 36.328, 303, 46.8, 2.02
FIVE POINTS 5 SSW, Fresno, CA05, -120.156, 36.364, 285, 47.3, 0.70
SAN CLEMENTE DAM, Monterey, CA04, -121.709, 36.438, 600, M, 3.31
ASH MOUNTAIN, Tulare, CA05, -118.825, 36.491, 1708, 48.6, 6.03
THREE RIVERS EDISON PH 1, Tulare, CA05, -118.862, 36.465, 1140, 46.7, 0.36
