Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 63.8, 0.13
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, M, 1.92
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 1.60
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, M, 1.50
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 47.1, 3.09
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 58.6, 1.48
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 48.8, 2.44
VISTA, San Diego, CA06, -117.232, 33.235, 430, 56.9, 1.76
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 56.5, 1.17
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 63.3, 0.42
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 44.4, 3.24
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 69.2, 0.12
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 64.8, 0.19
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 67.7, 0.17
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.27
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, M, 1.97
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 60.3, 1.42
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 60.2, 0.18
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 44.2, 2.74
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 56.7, 1.68
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 56.6, 2.26
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 61.7, 1.42
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 62.5, 0.04
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, M, 0.39
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 60.6, 1.98
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 1.98
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 60.7, 1.87
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 53.4, 1.96
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 61.0, 1.90
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 59.5, 2.10
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, M, 1.65
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 58.1, 1.43
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 55.7, 2.13
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 59.3, 3.24
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 59.2, 2.46
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 62.2, 2.30
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 2.77
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 60.6, 3.26
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 64.6, 0.50
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 59.2, 0.36
JOSHUA TREE, San Bernardino, CA07, -116.275, 34.147, 2563, 54.2, 0.30
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, M, 3.00
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 57.0, 2.14
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 3.10
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 2.71
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 57.7, 2.45
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 3.28
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 60.4, 1.82
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 59.5, 2.56
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 57.3, 2.64
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 63.1, 0.99
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 37.5, 3.21
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 4.70
PACOIMA DAM FC33A-E, Los Angeles, CA06, -118.400, 34.329, 1550, M, 2.68
