Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 49.5, T
MERCED, Merced, CA05, -120.516, 37.289, 154, 46.2, 0.10
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 62.8, 0.07
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 60.2, 0.07
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 64.3, T
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 58.8, 0.01
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 51.9, 0.07
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 56.8, 0.07
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 29.7, 0.62
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 47.5, 0.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 58.7, 0.03
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 50.2, 0.79
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 46.7, 0.11
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 47.8, 0.03
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 54.6, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 52.4, 0.00
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 45.3, 1.06
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 45.9, 0.08
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 41.3, 1.81
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 51.2, 0.04
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 61.1, 0.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 48.6, 0.07
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 47.8, 0.06
