Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 79.3, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 63.1, 1.37
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.60
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 63.9, 1.01
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 61.1, 1.74
RAMONA FIRE DEPT, San Diego, CA06, -116.908, 33.011, 1470, 61.3, 1.27
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 64.2, 0.11
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 60.1, 0.25
VISTA, San Diego, CA06, -117.232, 33.235, 430, 60.6, 0.30
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 57.9, 0.13
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 78.6, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 58.2, 2.03
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 64.9, 0.47
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 78.0, 0.00
ANZA, Riverside, CA06, -116.674, 33.556, 3915, M, 0.44
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 61.7, 1.11
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 81.0, 0.00
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 78.5, T
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 62.3, 0.00
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 60.8, 0.62
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, 57.4, 1.35
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 67.0, 0.48
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 65.9, 0.00
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 61.8, 1.43
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 83.1, 0.00
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 75.8, 0.00
SAN BERNARDINO F S 226, San Bernardino, CA06, -117.254, 34.134, 1140, 68.2, 0.07
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, 67.5, 1.35
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 57.5, 1.43
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 2.21
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 64.7, 2.00
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 59.2, 3.10
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 65.9, 1.08
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 60.7, 1.52
