Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 70.4, 0.00
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 2.37
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 57.2, 0.89
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 47.9, 4.57
RAMONA FIRE DEPT, San Diego, CA06, -116.908, 33.011, 1470, 55.8, 2.22
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 61.8, 2.84
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 59.1, 1.22
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 51.6, 4.06
VISTA, San Diego, CA06, -117.232, 33.235, 430, 58.1, 1.75
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 56.5, 1.08
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 66.8, 0.39
OAK GROVE RS, San Diego, CA06, -116.792, 33.386, 2750, M, 2.27
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 47.3, 2.81
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 58.6, 1.69
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 70.2, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 59.1, 1.77
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 69.8, T
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 68.8, T
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 63.1, 0.27
MERCED, Merced, CA05, -120.516, 37.289, 154, 59.5, 2.96
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 59.8, 1.69
