Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 77.6, 0.00
MERCED, Merced, CA05, -120.516, 37.289, 154, 68.8, 0.02
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 63.8, 0.02
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 63.7, 0.02
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 64.0, 0.07
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 66.1, T
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 58.4, T
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 59.7, 0.00
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 55.1, 0.60
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 69.0, 0.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 64.7, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 62.9, 0.37
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 58.9, 0.00
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 67.3, 0.00
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 90.3, T
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 67.8, 0.00
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 51.8, 0.51
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 68.2, 0.03
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 59.1, 0.85
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 64.1, 0.13
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 81.7, 0.00
