Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 82.4, 0.00
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.00
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 69.9, 0.00
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 66.3, 0.00
RAMONA FIRE DEPT, San Diego, CA06, -116.908, 33.011, 1470, 71.1, 0.00
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 70.4, 0.00
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 66.6, 0.07
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 62.5, T
VISTA, San Diego, CA06, -117.232, 33.235, 430, 68.6, T
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 63.9, 0.14
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 82.3, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 69.7, 0.00
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 71.6, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 67.2, 0.00
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 81.3, 0.00
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 78.0, T
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.00
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 73.2, 0.00
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 69.1, 0.06
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 77.2, 0.00
SUN CITY, Riverside, CA06, -117.190, 33.716, 1420, 73.3, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 62.6, T
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 71.1, 0.00
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 71.5, 0.00
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 71.9, 0.02
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 82.0, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 84.5, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 69.9, 0.12
SNOW CREEK UPPER, Riverside, CA07, -116.680, 33.873, 1940, M, 0.00
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 71.5, 0.09
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, 71.9, 0.00
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 68.4, 0.57
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 67.4, 0.71
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 73.6, 0.00
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 71.5, T
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 70.3, 0.04
RIVERSIDE CITRUS EXP, Riverside, CA06, -117.361, 33.967, 986, 73.1, 0.00
MONTEBELLO, Los Angeles, CA06, -118.105, 34.019, 246, 75.2, 0.00
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 67.2, 0.00
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 67.3, 0.33
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, 64.4, 0.04
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 72.6, 0.01
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 73.3, 0.10
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 69.3, 0.01
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 82.5, 0.00
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 74.5, 0.00
SAN BERNARDINO F S 226, San Bernardino, CA06, -117.254, 34.134, 1140, 74.4, 0.00
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, 75.4, 0.00
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 64.8, 0.15
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 0.04
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 71.3, 0.00
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 75.7, 0.00
MERCED, Merced, CA05, -120.516, 37.289, 154, 68.4, 0.00
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 68.7, 0.05
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 67.7, T
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 68.4, T
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 66.7, 0.03
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 63.1, T
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 64.3, 0.36
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 81.6, 0.00
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 54.4, 0.02
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 67.9, 0.04
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 68.7, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 66.0, 0.37
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 62.7, 0.00
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 67.5, 0.00
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 83.2, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 73.0, 0.02
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 55.6, 0.00
