Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 66.7, 0.00
MERCED, Merced, CA05, -120.516, 37.289, 154, 62.4, 1.26
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 66.6, 0.22
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 66.7, 0.37
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 66.0, 0.22
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 68.9, 1.52
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 59.9, 1.97
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 62.4, 0.68
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 45.7, 1.93
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 64.2, 1.49
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 67.0, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 55.2, 2.43
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 52.8, 0.30
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 62.0, 1.35
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 77.1, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 61.1, 0.10
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 52.2, 4.93
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 60.9, 0.35
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 52.9, 5.96
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 59.8, 5.06
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 77.9, 0.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 63.7, 1.61
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 61.1, 1.12
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 61.3, 0.65
MARYSVILLE, Yuba, CA02, -121.585, 39.146, 57, 61.2, 1.65
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 61.6, 0.77
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 61.5, 2.01
OJAI, Ventura, CA06, -119.227, 34.448, 745, 64.1, 0.32
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 61.8, 0.77
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 56.3, 8.53
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 70.0, 0.57
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 59.9, 0.96
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 58.7, 1.82
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 49.3, 2.36
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 67.4, 0.11
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 64.0, 0.28
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 59.2, 1.40
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 59.4, 3.26
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 43.9, 2.02
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 57.9, 2.58
VACAVILLE, Solano, CA02, -121.961, 38.396, 110, 63.0, 1.68
WASCO, Kern, CA05, -119.352, 35.589, 291, 62.8, 0.14
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 61.9, 0.84
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 52.2, 0.22
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 49.0, 3.42
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 60.1, 2.43
BLYTHE, Riverside, CA07, -114.597, 33.613, 268, 73.5, 0.00
EUREKA WFO WOODLEY ISLAND, Humboldt, CA01, -124.160, 40.810, 20, 53.8, 4.92
INDEPENDENCE, Inyo, CA07, -118.204, 36.798, 3950, 62.6, M
SAN LUIS OBISPO POLY, San Luis Obispo, CA04, -120.662, 35.306, 308, 61.7, 0.57
BURNEY, Shasta, CA02, -121.655, 40.880, 3198, 46.2, 2.37
IMPERIAL BEACH REAM FIELD NAS, San Diego, CA06, -117.117, 32.568, 24, 62.6, T
CAMPO, San Diego, CA06, -116.470, 32.626, 2630, 60.6, 0.17
CALEXICO 2 NE, Imperial, CA07, -115.464, 32.688, 12, M, 0.03
EL CENTRO 2 SSW, Imperial, CA07, -115.562, 32.767, -30, 75.1, 0.00
IMPERIAL COUNTY AP, Imperial, CA07, -115.577, 32.835, -55, 75.2, T
EL CENTRO NAF, Imperial, CA07, -115.664, 32.832, -46, 74.3, T
ALPINE, San Diego, CA06, -116.777, 32.836, 1695, 65.2, 0.00
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 0.27
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 59.7, 0.43
LA CRESCENTA FC251 C, Los Angeles, CA06, -118.238, 34.222, 1545, M, 0.51
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 68.2, 0.49
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 64.6, 0.11
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 62.1, 0.08
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 73.7, 0.00
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, 67.8, 0.00
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 49.6, 0.10
LAKE ARROWHEAD, San Bernardino, CA07, -117.188, 34.247, 5205, 52.5, 0.00
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 1.85
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 0.25
