Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 62.9, 0.00
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 61.1, 0.00
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, 57.6, 0.10
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 65.6, 0.20
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 62.9, 0.00
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 61.4, 0.09
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 80.9, 0.00
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 75.1, 0.00
SAN BERNARDINO F S 226, San Bernardino, CA06, -117.254, 34.134, 1140, 67.4, 0.00
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, 64.7, 0.02
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 56.6, 0.03
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 0.25
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 64.6, 0.13
BIG BEAR LAKE DAM, San Bernardino, CA06, -116.975, 34.241, 6815, M, 0.00
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 78.3, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 64.5, 0.00
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.00
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 62.9, 0.00
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 57.3, 0.01
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 64.2, 0.12
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 60.0, T
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 58.3, T
VISTA, San Diego, CA06, -117.232, 33.235, 430, 62.0, 0.05
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 58.8, 0.00
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 76.9, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 59.7, 0.00
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 65.4, 0.00
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 78.7, 0.00
ANZA, Riverside, CA06, -116.674, 33.556, 3915, M, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 62.8, 0.10
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 79.1, 0.00
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 77.9, 0.00
MOJAVE, Kern, CA07, -118.162, 35.049, 2735, 69.6, 0.00
PISMO BEACH, San Luis Obispo, CA04, -120.683, 35.160, 39, 57.6, 0.10
TAFT, Kern, CA05, -119.430, 35.150, 773, 68.1, 0.08
BAKER, San Bernardino, CA07, -116.063, 35.276, 962, 78.3, 0.00
GOLDSTONE ECHO NO 2, San Bernardino, CA07, -116.784, 35.281, 2950, M, 0.00
SALINAS DAM, San Luis Obispo, CA04, -120.504, 35.337, 1392, M, 0.14
RANDSBURG, Kern, CA07, -117.652, 35.369, 3570, 67.7, 0.05
SANTA MARGARITA BOOST, San Luis Obispo, CA04, -120.637, 35.374, 1148, M, 0.47
MORRO BAY FIRE DEPT, San Luis Obispo, CA04, -120.845, 35.367, 118, 53.6, 0.14
BAKERSFIELD AP, Kern, CA05, -119.055, 35.434, 490, 70.0, 0.13
BUTTONWILLOW, Kern, CA05, -119.470, 35.403, 225, 69.7, 0.05
MOUNTAIN PASS, San Bernardino, CA07, -115.544, 35.470, 4730, 62.5, 0.00
LOST HILLS, Kern, CA05, -119.689, 35.618, 288, M, 0.02
GLENNVILLE, Kern, CA05, -118.701, 35.727, 3140, 55.9, 1.50
TRONA, San Bernardino, CA07, -117.391, 35.764, 1695, 73.7, 0.00
KERN RIVER PH 3, Kern, CA05, -118.439, 35.783, 2703, 61.9, 0.46
DELANO, Kern, CA05, -119.260, 35.768, 302, 68.6, 0.09
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 58.0, 0.98
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 65.0, 0.07
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 59.2, 0.03
OXNARD, Ventura, CA06, -119.175, 34.198, 49, 59.1, 0.02
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 57.7, T
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 83.5, 0.00
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, 74.4, 0.00
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 52.1, 0.00
LAKE ARROWHEAD, San Bernardino, CA07, -117.188, 34.247, 5205, 55.0, 0.00
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 0.08
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 0.22
SANTA PAULA, Ventura, CA06, -119.133, 34.312, 237, 60.2, 0.13
PIRU 2 ESE, Ventura, CA06, -118.757, 34.406, 712, M, 0.14
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 57.8, 0.08
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 0.10
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 73.9, T
MERCED, Merced, CA05, -120.516, 37.289, 154, 67.9, 1.35
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 61.6, 0.01
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 61.8, T
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 61.5, T
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 61.6, T
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 58.0, 0.48
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 58.4, 0.24
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 76.5, 0.00
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 51.9, 0.09
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 65.9, 1.41
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 60.0, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 61.0, 2.20
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 54.0, 0.00
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 65.2, 0.65
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 85.7, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 65.7, 0.06
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 50.9, 0.53
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 69.5, 0.01
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 58.7, 0.78
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 64.5, 1.58
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 83.1, 0.00
LAKE SPAULDING, Nevada, CA02, -120.639, 39.318, 5156, 50.3, 2.36
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 69.6, 0.56
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 62.9, 0.68
MARYSVILLE, Yuba, CA02, -121.585, 39.146, 57, 66.0, 1.23
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 65.9, 0.47
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 62.0, 1.25
OJAI, Ventura, CA06, -119.227, 34.448, 745, 63.2, 0.13
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 66.8, 1.03
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 61.0, 0.89
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 65.8, 0.25
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 59.9, 0.25
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 59.2, 0.93
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 54.4, 1.46
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 66.4, 0.01
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 59.4, 0.10
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 57.0, 0.81
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 59.1, 1.13
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 46.8, 0.43
