Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 92.0, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 72.1, 0.00
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.01
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 73.7, 0.00
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 73.8, 0.00
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 76.3, 0.00
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 71.5, T
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 72.7, 0.00
VISTA, San Diego, CA06, -117.232, 33.235, 430, 74.4, 0.00
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 68.6, 0.00
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 91.0, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 73.9, 0.00
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 91.9, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 70.0, 0.00
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 94.1, 0.02
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 90.1, T
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 80.1, 0.01
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 73.4, 0.00
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 88.7, 0.06
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 69.2, 0.01
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 79.8, 0.00
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 79.5, 0.00
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 76.2, 0.00
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 92.1, 0.03
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 92.1, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 74.4, 0.00
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 0.00
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 76.5, T
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, 79.0, 0.00
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 76.0, T
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, 75.0, 0.00
DOWNEY FIRE DEPT. FC107C, Los Angeles, CA06, -118.145, 33.930, 110, M, 0.00
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 69.6, T
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 68.8, 0.00
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 78.8, 0.00
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 77.8, 0.00
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 0.00
RIVERSIDE CITRUS EXP, Riverside, CA06, -117.361, 33.967, 986, 79.1, 0.00
