Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 1.29
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 81.2, 0.00
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 71.8, T
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 71.4, 0.26
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 81.4, 0.00
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 80.1, 0.00
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 73.7, 0.00
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 93.8, 0.45
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 93.8, 0.90
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 72.1, 0.00
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 74.9, T
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, 81.1, 0.00
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, 75.0, 0.00
DOWNEY FIRE DEPT. FC107C, Los Angeles, CA06, -118.145, 33.930, 110, M, 0.00
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 71.1, 0.00
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 69.8, 0.00
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 80.1, 0.00
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 78.6, T
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 77.1, 0.00
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 0.00
RIVERSIDE CITRUS EXP, Riverside, CA06, -117.361, 33.967, 986, 77.3, 0.00
MONTEBELLO, Los Angeles, CA06, -118.105, 34.019, 246, 76.3, 0.00
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 90.3, 0.15
MERCED, Merced, CA05, -120.516, 37.289, 154, 79.4, 0.00
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 70.8, T
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 69.6, 0.00
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 69.6, 0.00
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 72.2, T
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 62.8, T
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 66.5, 0.00
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 71.8, T
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 77.6, 0.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 69.1, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 75.8, 0.00
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 71.6, 0.00
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 75.4, 0.00
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 105.2, 0.04
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 81.3, 0.00
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 57.2, 0.00
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 79.9, 0.00
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 75.7, 0.00
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 71.9, 0.00
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 95.8, 0.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 82.6, 0.00
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 73.3, 0.00
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 75.9, 0.00
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 79.5, 0.00
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 69.7, 0.00
OJAI, Ventura, CA06, -119.227, 34.448, 745, 74.4, 0.00
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 79.2, 0.00
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 71.9, 0.08
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 75.9, 0.00
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 74.3, 0.00
