Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 56.1, 0.26
MERCED, Merced, CA05, -120.516, 37.289, 154, 53.2, 0.20
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 60.9, 0.42
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 61.2, 0.12
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 60.6, 0.55
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 64.0, 0.28
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 56.6, 0.20
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 56.7, 0.01
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 39.1, 1.64
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 51.6, 0.47
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 60.2, 0.27
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 54.0, 1.93
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 46.8, 1.26
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 53.7, 0.31
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 61.6, 0.03
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 48.9, 2.88
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 52.6, 0.28
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 46.2, 1.22
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 53.8, 1.28
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 68.2, 0.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 55.0, 0.14
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 52.7, 0.21
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 53.0, 0.24
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 51.4, 0.17
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 53.6, 0.83
OJAI, Ventura, CA06, -119.227, 34.448, 745, 54.7, 0.02
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 54.6, 0.63
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 46.8, 5.15
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 64.6, 0.00
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 51.6, 0.02
