Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 58.6, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 52.5, 0.18
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.13
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 59.8, 0.07
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 47.3, 0.36
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 59.2, 0.22
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 59.8, 0.19
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 47.4, 0.61
VISTA, San Diego, CA06, -117.232, 33.235, 430, 58.8, 0.19
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 56.6, 0.24
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 59.8, 0.02
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 46.8, 0.50
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 55.4, 0.35
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 60.0, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 57.7, 0.06
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 58.1, 0.02
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 58.0, T
SAN GABRIEL DAM FC425B-E, Los Angeles, CA06, -117.861, 34.205, 1481, M, 1.10
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 51.2, 0.69
LA CRESCENTA FC251 C, Los Angeles, CA06, -118.238, 34.222, 1545, M, 0.83
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 60.3, 0.46
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 58.9, 0.27
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 58.8, 0.56
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 55.3, 0.02
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, 53.1, T
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 36.8, 0.48
LAKE ARROWHEAD, San Bernardino, CA07, -117.188, 34.247, 5205, 37.3, 0.00
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 0.68
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 0.00
CRYSTAL LAKE FC238C, Los Angeles, CA06, -117.842, 34.318, 5345, M, 1.88
BIG TUJUNGA DAM FC46, Los Angeles, CA06, -118.188, 34.295, 2326, M, 0.00
PACOIMA DAM FC33A-E, Los Angeles, CA06, -118.400, 34.329, 1550, M, 1.30
PIRU 2 ESE, Ventura, CA06, -118.757, 34.406, 712, M, 0.45
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 53.6, 0.63
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 1.05
VICTORVILLE, San Bernardino, CA07, -117.293, 34.529, 2880, 49.0, 0.04
ACTON ESCONDIDO FC261, Los Angeles, CA06, -118.271, 34.494, 2833, M, 0.27
GIBRALTAR DAM NO. 2, Santa Barbara, CA06, -119.682, 34.523, 1558, M, 1.00
PALMDALE, Los Angeles, CA07, -118.094, 34.588, 2612, 49.5, 0.00
SAUGUS POWER PLANT 1, Los Angeles, CA06, -118.454, 34.590, 2161, M, 0.56
CACHUMA LAKE, Santa Barbara, CA06, -119.982, 34.582, 789, 56.0, 0.65
SALSIPUEDES GAGING STATION, Santa Barbara, CA06, -120.408, 34.585, 254, M, 0.51
EL MIRAGE, San Bernardino, CA07, -117.630, 34.589, 2950, M, 0.09
PALMDALE AP, Los Angeles, CA07, -118.083, 34.629, 2509, 47.0, 0.26
LOMPOC, Santa Barbara, CA06, -120.451, 34.654, 75, 56.3, 0.20
LANCASTER, Los Angeles, CA06, -118.213, 34.741, 2338, 45.6, 0.36
SANDBERG, Los Angeles, CA06, -118.724, 34.744, 4510, 45.8, 1.15
LEBEC, Kern, CA05, -118.865, 34.833, 3575, 46.5, 0.92
CHUCHUPATE RANGER STN, Ventura, CA05, -119.011, 34.808, 5260, 44.1, 0.62
GAREY SISQUOC RIVER, Santa Barbara, CA06, -120.305, 34.894, 355, M, 0.20
MITCHELL CAVERNS, San Bernardino, CA07, -115.547, 34.944, 4350, 50.8, 0.04
NEW CUYAMA FIRE STATION, Santa Barbara, CA06, -119.683, 34.946, 2160, 49.5, 0.23
TWITCHELL DAM, Santa Barbara, CA06, -120.321, 34.988, 582, 54.8, 0.31
MOJAVE, Kern, CA07, -118.162, 35.049, 2735, 47.7, 0.00
