Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 88.3, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 71.4, 0.00
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.00
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 67.9, 0.00
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 68.5, 0.00
SAN PASQUAL ANIMAL PK, San Diego, CA06, -116.997, 33.096, 420, 69.7, 0.00
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 63.7, T
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 66.3, 0.00
VISTA, San Diego, CA06, -117.232, 33.235, 430, 65.8, 0.02
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 62.3, 0.00
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 88.8, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 71.5, 0.00
TEMECULA, Riverside, CA06, -117.151, 33.497, 1020, 70.0, 0.00
ANZA, Riverside, CA06, -116.674, 33.556, 3915, M, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, 65.7, 0.05
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 90.2, 0.00
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 86.8, 0.00
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.00
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 73.2, 0.00
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 66.7, T
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 85.4, 0.00
SUN CITY, Riverside, CA06, -117.190, 33.716, 1420, 75.1, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 66.7, 0.00
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 74.4, 0.00
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 72.0, 0.00
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 67.5, 0.00
LONG BEACH AQUARIUM, Los Angeles, CA06, -118.197, 33.761, 20, 67.0, 0.00
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 90.9, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 90.3, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 67.2, T
SNOW CREEK UPPER, Riverside, CA07, -116.680, 33.873, 1940, M, 0.00
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 69.1, 0.00
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, 69.9, 0.00
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 66.6, 0.01
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 65.7, 0.05
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 74.1, 0.00
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 71.8, T
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 70.7, T
RIVERSIDE CITRUS EXP, Riverside, CA06, -117.361, 33.967, 986, 72.5, 0.00
MONTEBELLO, Los Angeles, CA06, -118.105, 34.019, 246, M, 0.00
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 66.2, 0.00
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 64.8, T
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, 61.7, 0.00
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 72.1, 0.00
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 70.2, 0.00
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 65.0, 0.01
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 92.7, 0.00
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 85.9, 0.00
SAN BERNARDINO F S 226, San Bernardino, CA06, -117.254, 34.134, 1140, 74.3, 0.00
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, 71.4, 0.00
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 60.8, T
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 0.14
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 71.1, 0.00
BIG BEAR LAKE DAM, San Bernardino, CA06, -116.975, 34.241, 6815, M, 0.00
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 69.4, 0.00
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 71.2, 0.00
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 64.2, 0.00
OXNARD, Ventura, CA06, -119.175, 34.198, 49, 63.1, 0.00
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 61.7, 0.00
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, 85.8, 0.00
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 62.6, 0.00
LAKE ARROWHEAD, San Bernardino, CA07, -117.188, 34.247, 5205, 66.7, 0.00
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 0.00
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 0.00
SANTA PAULA, Ventura, CA06, -119.133, 34.312, 237, 64.1, 0.00
PIRU 2 ESE, Ventura, CA06, -118.757, 34.406, 712, M, 0.00
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 61.6, 0.01
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 0.00
VICTORVILLE, San Bernardino, CA07, -117.293, 34.529, 2880, 77.4, 0.00
GIBRALTAR DAM NO. 2, Santa Barbara, CA06, -119.682, 34.523, 1558, M, 0.00
PALMDALE, Los Angeles, CA07, -118.094, 34.588, 2612, 77.9, 0.00
SAUGUS POWER PLANT 1, Los Angeles, CA06, -118.454, 34.590, 2161, M, 0.00
CACHUMA LAKE, Santa Barbara, CA06, -119.982, 34.582, 789, 68.7, 0.00
SALSIPUEDES GAGING STATION, Santa Barbara, CA06, -120.408, 34.585, 254, M, 0.03
