Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 69.4, 0.44
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 66.5, 0.68
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 72.5, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 57.7, 1.77
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 69.4, 0.50
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 70.1, 0.30
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 69.0, 0.85
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 76.0, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 80.6, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 67.0, 0.61
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 69.0, 0.70
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, M, 0.96
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 64.7, 0.15
DOWNEY FIRE DEPT. FC107C, Los Angeles, CA06, -118.145, 33.930, 110, M, M
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 66.5, 0.53
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 64.5, 0.63
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 70.3, 0.41
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 69.3, 0.53
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 67.4, 1.08
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 0.70
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 70.2, 0.06
MERCED, Merced, CA05, -120.516, 37.289, 154, 63.9, 1.07
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 66.1, 0.70
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 65.6, 0.46
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 65.9, 0.61
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 68.0, 0.30
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 63.0, 1.18
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 65.4, 1.38
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 52.2, 0.77
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 61.9, 2.05
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 65.2, 0.32
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 62.8, 3.01
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 55.2, 1.92
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 64.9, 1.18
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 79.4, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 65.6, 0.61
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 55.1, 6.12
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 66.1, 0.55
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 52.9, 3.87
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 62.4, 2.86
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 77.5, 0.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 66.6, 0.99
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 63.5, 1.06
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 62.8, 1.20
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 66.3, 0.95
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 64.1, 1.33
OJAI, Ventura, CA06, -119.227, 34.448, 745, 64.2, 1.16
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 65.0, 1.84
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 58.4, 4.89
