Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 56.6, 0.25
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 53.6, 2.13
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 2.02
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 56.3, 0.40
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 45.1, 1.89
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 56.1, 1.59
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 45.0, 2.81
VISTA, San Diego, CA06, -117.232, 33.235, 430, 55.9, 1.63
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 54.2, 1.30
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, M
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 59.9, 0.50
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 43.8, 2.15
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 61.0, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 1.04
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 59.1, 0.01
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 58.3, 0.27
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.94
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 55.1, 0.67
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 58.6, 0.43
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 55.9, 0.95
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 41.6, 2.97
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 54.0, 1.76
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 53.1, 1.51
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 60.1, 0.78
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 58.4, 0.43
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 61.8, 0.43
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 57.2, 0.32
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 0.32
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 60.1, 0.37
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, M, 1.86
MARCH AFB, Riverside, CA06, -117.250, 33.900, 1536, 51.6, 0.46
YORBA LINDA, Orange, CA06, -117.819, 33.890, 350, M, 0.00
HAWTHORNE MUNICIPAL AP, Los Angeles, CA06, -118.333, 33.924, 55, 59.2, 0.10
LOS ANGELES INTL AP, Los Angeles, CA06, -118.387, 33.938, 97, 57.1, 0.12
RIVERSIDE FIRE STATION 3, Riverside, CA06, -117.388, 33.951, 840, 58.4, 0.41
RIVERSIDE MUNICIPAL AP, Riverside, CA06, -117.435, 33.953, 845, 57.6, 0.56
CHINO AP, San Bernardino, CA06, -117.625, 33.976, 636, 54.2, 0.51
WHITTIER CITY YARD FC106C, Los Angeles, CA06, -118.022, 33.976, 446, M, 0.53
TEHACHAPI AP, Kern, CA05, -118.432, 35.131, 3960, 42.4, 1.32
PISMO BEACH, San Luis Obispo, CA04, -120.683, 35.160, 39, 54.1, 0.45
BAKER, San Bernardino, CA07, -116.063, 35.276, 962, 54.3, 0.02
SALINAS DAM, San Luis Obispo, CA04, -120.504, 35.337, 1392, 50.4, 0.28
RANDSBURG, Kern, CA07, -117.652, 35.369, 3570, 50.8, 0.00
SANTA MARGARITA BOOST, San Luis Obispo, CA04, -120.637, 35.374, 1148, 52.4, 0.31
BAKERSFIELD AP, Kern, CA05, -119.055, 35.434, 490, 54.6, 0.29
BUTTONWILLOW, Kern, CA05, -119.470, 35.403, 225, 53.6, 0.45
GLENNVILLE, Kern, CA05, -118.701, 35.727, 3140, 42.5, 1.33
TRONA, San Bernardino, CA07, -117.391, 35.764, 1695, 51.8, 0.06
DELANO, Kern, CA05, -119.260, 35.768, 302, 52.3, 0.13
VICTORVILLE, San Bernardino, CA07, -117.293, 34.529, 2880, 48.5, 0.21
ACTON ESCONDIDO FC261, Los Angeles, CA06, -118.271, 34.494, 2833, M, 0.70
GIBRALTAR DAM NO. 2, Santa Barbara, CA06, -119.682, 34.523, 1558, M, 0.22
AMBOY, San Bernardino, CA07, -115.744, 34.559, 648, 58.7, 0.04
PALMDALE, Los Angeles, CA07, -118.094, 34.588, 2612, 50.0, 0.54
