Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 61.0, 0.26
MERCED, Merced, CA05, -120.516, 37.289, 154, 56.6, 1.18
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 58.3, 1.86
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 59.9, 1.41
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 56.6, 0.44
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 59.5, 1.49
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 54.3, 4.42
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 53.3, 1.49
BRAWLEY 2 SW, Imperial, CA07, -115.558, 32.954, -100, 66.8, 0.00
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 40.8, 1.75
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 54.9, 4.30
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 59.0, 1.20
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 46.9, 8.34
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 44.2, 3.46
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 55.0, 2.66
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 72.7, 0.63
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 51.4, 2.05
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 48.6, 11.64
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 58.3, 1.50
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 49.8, 6.51
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 54.6, 6.55
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 70.8, 0.00
LAKE SPAULDING, Nevada, CA02, -120.639, 39.318, 5156, 36.6, 7.60
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 58.1, 2.33
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 54.7, 3.09
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 57.3, 3.19
MARYSVILLE, Yuba, CA02, -121.585, 39.146, 57, 56.5, 4.34
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 55.4, 1.28
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 54.1, 3.97
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 54.2, 2.97
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 50.8, 9.63
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 59.9, 1.26
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 52.2, 1.70
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 52.2, 3.34
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 43.7, 8.25
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 57.7, 2.57
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 58.6, 1.16
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 53.7, 3.50
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 51.9, 4.89
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 35.1, 6.27
TUSTIN IRVINE RANCH, Orange, CA06, -117.754, 33.703, 235, 59.5, 1.73
UKIAH, Mendocino, CA01, -123.210, 39.147, 636, 50.6, 9.80
VACAVILLE, Solano, CA02, -121.961, 38.396, 110, 55.2, 2.59
WASCO, Kern, CA05, -119.352, 35.589, 291, 57.4, 1.09
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 47.1, 7.06
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 52.1, 2.32
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 43.7, 7.29
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 44.2, 1.37
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 54.6, 3.71
BLYTHE, Riverside, CA07, -114.597, 33.613, 268, 68.5, 0.07
EUREKA WFO WOODLEY ISLAND, Humboldt, CA01, -124.160, 40.810, 20, 50.6, 11.25
INDEPENDENCE, Inyo, CA07, -118.204, 36.798, 3950, 53.6, 0.05
SAN LUIS OBISPO POLY, San Luis Obispo, CA04, -120.662, 35.306, 308, 54.5, 1.93
BURNEY, Shasta, CA02, -121.655, 40.880, 3198, 41.7, 6.46
IMPERIAL BEACH REAM FIELD NAS, San Diego, CA06, -117.117, 32.568, 24, 58.8, T
CAMPO, San Diego, CA06, -116.470, 32.626, 2630, 50.7, 1.55
CALEXICO 2 NE, Imperial, CA07, -115.464, 32.688, 12, M, T
EL CENTRO 2 SSW, Imperial, CA07, -115.562, 32.767, -30, 68.6, 0.00
LA MESA, San Diego, CA06, -117.023, 32.768, 530, 60.3, 0.94
IMPERIAL COUNTY AP, Imperial, CA07, -115.577, 32.835, -55, 66.4, T
EL CENTRO NAF, Imperial, CA07, -115.664, 32.832, -46, 68.3, T
ALPINE, San Diego, CA06, -116.777, 32.836, 1695, 56.1, 1.89
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.07
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 57.5, 1.14
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 59.6, 0.10
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 63.9, 0.18
SUN CITY, Riverside, CA06, -117.190, 33.716, 1420, 56.6, 1.60
