Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
CULVER CITY, Los Angeles, CA06, -118.414, 34.005, 92, 62.3, 0.43
SANTA MONICA MUNICIPAL AP, Los Angeles, CA06, -118.447, 34.021, 175, 63.3, 0.42
SANTA MONICA PIER, Los Angeles, CA06, -118.500, 34.008, 14, 63.3, 0.06
ONTARIO INTL AP, San Bernardino, CA06, -117.577, 34.053, 924, 62.7, 0.01
POMONA/FAIRPLEX, Los Angeles, CA06, -117.766, 34.082, 999, 62.1, 0.00
COVINA CITY YARD FC387B, Los Angeles, CA06, -117.880, 34.092, 607, M, 0.07
U C L A, Los Angeles, CA06, -118.443, 34.070, 430, 65.6, 0.61
TOPANGA PATROL FC-6, Los Angeles, CA06, -118.599, 34.084, 745, M, 1.12
IRON MOUNTAIN, San Bernardino, CA07, -115.122, 34.147, 922, 65.7, 0.00
TWENTYNINE PALMS, San Bernardino, CA07, -116.037, 34.128, 1975, 61.8, 0.00
SAN DIMAS FIRE FC 95, Los Angeles, CA06, -117.802, 34.105, 958, M, 0.00
GLENDORA FC 287B, Los Angeles, CA06, -117.847, 34.147, 933, M, 0.00
SAN GABRIEL FIRE DEPT, Los Angeles, CA06, -118.100, 34.084, 363, 64.0, 0.10
POINT MUGU NF, Ventura, CA06, -119.123, 34.124, 12, 60.6, 0.37
ALTADENA, Los Angeles, CA06, -118.138, 34.182, 1127, M, 0.24
SAN GABRIEL CANYON PH, Los Angeles, CA06, -117.908, 34.155, 744, M, 0.05
WOODLAND HILLS PIERCE COLLEGE, Los Angeles, CA06, -118.574, 34.182, 790, 62.7, 0.44
LYTLE CREEK R S, San Bernardino, CA06, -117.471, 34.238, 2730, M, 0.00
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 0.00
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 58.1, 0.00
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 64.1, 0.27
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 62.1, 0.00
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 50.9, 0.01
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 60.5, 0.00
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 59.8, 0.00
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 65.1, 0.30
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 65.6, 0.00
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, 67.6, 0.00
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 63.4, 0.13
SNOW CREEK UPPER, Riverside, CA07, -116.680, 33.873, 1940, M, 0.00
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 63.3, 0.14
BEAUMONT #2, Riverside, CA07, -116.990, 33.926, 2591, 64.3, 0.00
