Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 86.6, 0.49
MERCED, Merced, CA05, -120.516, 37.289, 154, 77.1, 0.00
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 70.1, 0.00
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 68.0, 0.00
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 70.2, 0.00
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 70.2, 0.00
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 63.5, T
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 64.8, T
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 69.4, 0.63
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 73.6, 0.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 67.9, 0.00
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 75.2, 0.00
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 69.3, 0.00
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 71.1, 0.00
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 100.4, T
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 77.6, 0.00
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 55.8, 0.02
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 77.4, 0.00
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 72.3, 0.00
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 68.4, 0.00
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 95.2, 0.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 78.4, 0.00
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 69.9, 0.00
LODI, San Joaquin, CA05, -121.288, 38.106, 40, 72.5, 0.00
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 74.2, 0.00
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 66.5, 0.00
