Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 93.3, 0.13
DESCANSO RANGER STN, San Diego, CA06, -116.617, 32.850, 3500, M, 0.07
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, M, 1.45
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.00
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, M, 0.00
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 74.6, 0.19
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 70.7, T
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 73.9, 1.88
VISTA, San Diego, CA06, -117.232, 33.235, 430, 73.1, 0.02
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 69.2, 0.02
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 93.1, 0.09
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 73.3, 1.84
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 94.9, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 0.00
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 95.6, 0.41
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 93.1, 0.07
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 89.5, 0.01
MERCED, Merced, CA05, -120.516, 37.289, 154, 79.8, 0.00
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 75.5, T
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 73.1, T
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 77.0, T
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 71.5, 0.01
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 65.9, T
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 68.8, T
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 74.2, 0.47
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 79.7, 0.00
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 71.2, 0.07
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 79.9, 0.01
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 70.5, 0.04
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 76.6, 0.00
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 102.8, 0.17
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 83.1, 0.11
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 58.6, 0.00
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 84.3, 0.01
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 73.2, 0.00
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 75.4, 0.00
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 95.8, 0.08
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 84.2, 0.01
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 74.4, T
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 80.7, 0.00
