Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 70.0, 0.02
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 57.3, 1.26
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 1.38
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 61.0, 1.39
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 53.5, 1.81
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 58.9, 1.16
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 51.8, 2.07
VISTA, San Diego, CA06, -117.232, 33.235, 430, 59.8, 1.52
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 56.0, 1.40
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 71.0, 0.15
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 51.8, 0.90
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 70.2, 0.05
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 0.69
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 69.0, 0.03
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 69.0, 0.07
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 63.9, 0.36
MERCED, Merced, CA05, -120.516, 37.289, 154, 56.4, 0.24
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 60.1, 1.31
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 60.1, 1.22
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 59.1, 1.40
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 61.0, 0.92
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 54.6, 0.49
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 57.4, 0.66
