Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
MT WILSON CBS, Los Angeles, CA06, -118.071, 34.231, 5710, 56.1, 0.05
VAN NUYS AP, Los Angeles, CA06, -118.491, 34.212, 785, 62.9, T
CAMARILLO AP, Ventura, CA06, -119.088, 34.211, 71, 60.8, 0.01
OXNARD VENTURA COUNTY AP, Ventura, CA06, -119.204, 34.200, 39, 59.4, T
PARKER RESRVOIR, San Bernardino, CA07, -114.171, 34.290, 738, 60.8, 0.33
TWENTYNINE PALMS MC, San Bernardino, CA07, -116.147, 34.294, 2003, 55.6, T
BIG BEAR LAKE, San Bernardino, CA06, -116.917, 34.243, 6753, 40.6, 0.18
LAKE ARROWHEAD, San Bernardino, CA07, -117.188, 34.247, 5205, 42.4, T
CHATSWORTH FC 24 F, Los Angeles, CA06, -118.600, 34.250, 950, M, 0.00
VENTURA, Ventura, CA06, -119.292, 34.283, 105, M, 0.02
SANTA PAULA, Ventura, CA06, -119.133, 34.312, 237, 61.3, 0.02
PIRU 2 ESE, Ventura, CA06, -118.757, 34.406, 712, M, 0.00
SANTA BARBARA MUNI AP, Santa Barbara, CA06, -119.842, 34.424, 8, 56.3, T
JUNCAL DAM, Santa Barbara, CA06, -119.507, 34.491, 2260, M, 0.06
VICTORVILLE, San Bernardino, CA07, -117.293, 34.529, 2880, 51.8, 0.00
GIBRALTAR DAM NO. 2, Santa Barbara, CA06, -119.682, 34.523, 1558, M, 0.12
PALMDALE, Los Angeles, CA07, -118.094, 34.588, 2612, 52.1, 0.00
SAUGUS POWER PLANT 1, Los Angeles, CA06, -118.454, 34.590, 2161, M, 0.01
CACHUMA LAKE, Santa Barbara, CA06, -119.982, 34.582, 789, 57.8, 0.06
SALSIPUEDES GAGING STATION, Santa Barbara, CA06, -120.408, 34.585, 254, M, 0.00
EL MIRAGE, San Bernardino, CA07, -117.630, 34.589, 2950, 50.1, 0.00
PALMDALE AP, Los Angeles, CA07, -118.083, 34.629, 2509, 51.9, 0.03
LOMPOC, Santa Barbara, CA06, -120.451, 34.654, 75, 59.3, T
LANCASTER, Los Angeles, CA06, -118.213, 34.741, 2338, 49.3, T
