Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 84.7, 0.00
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 61.1, 0.15
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.11
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 66.6, 0.13
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 63.8, 0.14
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 65.4, 0.05
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 61.7, 0.04
VISTA, San Diego, CA06, -117.232, 33.235, 430, 66.8, 0.00
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 61.2, 0.13
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.00
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 82.3, 0.00
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 64.3, 0.00
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 85.2, 0.00
LAGUNA BEACH, Orange, CA06, -117.781, 33.545, 44, M, 0.04
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 88.3, 0.00
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 84.5, 0.00
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 81.2, 0.00
MERCED, Merced, CA05, -120.516, 37.289, 154, 71.4, 0.85
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 64.5, 0.05
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 65.4, 0.03
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 65.3, 0.03
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 66.8, 0.02
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 60.5, 1.49
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 61.2, 0.55
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 59.8, 1.01
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 69.7, 1.91
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 64.2, 0.02
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 66.2, 2.27
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 60.4, 0.11
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 69.1, 1.73
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 95.3, 0.00
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 69.7, 0.12
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 54.5, 1.24
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 73.1, 1.04
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 61.9, 1.00
HEALDSBURG, Sonoma, CA01, -122.866, 38.629, 177, 66.8, 1.05
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 85.0, 0.00
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 73.4, 0.45
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 66.7, 1.07
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 72.9, 1.16
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 65.2, 2.61
OJAI, Ventura, CA06, -119.227, 34.448, 745, 64.5, 0.24
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 71.3, 1.23
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 65.3, 1.70
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 68.9, 0.18
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 65.3, 0.53
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 62.7, 2.32
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 59.4, 2.66
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, 70.8, 0.01
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 62.2, 0.64
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 60.4, 2.35
SANTA ROSA, Sonoma, CA01, -122.713, 38.456, 166, 60.3, 1.62
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 51.0, 2.12
