Name, County, ClimateDivision, Longitude, Latitude, Elevation, MeanAvgTemperature, TotalPrecipitation
IMPERIAL, Imperial, CA07, -115.567, 32.849, -64, 91.4, 0.25
EL CAPITAN DAM, San Diego, CA06, -116.815, 32.886, 600, 77.0, 1.00
LAKESIDE 2 E, San Diego, CA06, -116.895, 32.854, 690, M, 0.83
POWAY VALLEY, San Diego, CA06, -117.031, 33.020, 648, 73.1, 1.37
JULIAN CDF, San Diego, CA06, -116.592, 33.076, 4215, 69.8, 1.94
CARLSBAD MCCLELLAN PALOMAR AP, San Diego, CA06, -117.277, 33.130, 313, 70.5, 0.81
HENSHAW DAM, San Diego, CA06, -116.761, 33.237, 2700, 71.2, 1.48
VISTA, San Diego, CA06, -117.232, 33.235, 430, 71.5, 1.14
OCEANSIDE MARINA, San Diego, CA06, -117.395, 33.210, 10, 69.3, 0.87
NILAND, Imperial, CA07, -115.524, 33.278, -60, M, 0.07
BORREGO DESERT PARK, San Diego, CA07, -116.404, 33.256, 810, 88.9, 0.17
PALOMAR MTN OBSERVATORY, San Diego, CA06, -116.840, 33.378, 5550, 69.2, 1.78
MECCA FIRE STATION, Riverside, CA07, -116.073, 33.570, -183, 92.0, 0.45
BLYTHE ASOS, Riverside, CA07, -114.715, 33.619, 395, 92.2, 0.23
DESERT RESORTS REGIONAL AP, Riverside, CA07, -116.164, 33.632, -118, 90.8, 0.88
BARSTOW-DAGGETT AIRPORT, San Bernardino, CA07, -116.787, 34.854, 1919, 85.8, 0.62
MERCED, Merced, CA05, -120.516, 37.289, 154, 79.0, 0.00
SAN DIEGO MONTGOMERY FIELD, San Diego, CA06, -117.137, 32.815, 418, 72.7, 2.46
SAN DIEGO INTERNATIONAL AP, San Diego, CA06, -117.183, 32.734, 15, 72.4, 1.71
SAN DIEGO MIRAMAR NAS, San Diego, CA06, -117.133, 32.867, 477, 74.7, 2.28
NORTH ISLAND NAS, San Diego, CA06, -117.210, 32.692, 14, 70.2, 1.53
SAN FRANCISCO INTERNATIONAL AP, San Mateo, CA04, -122.366, 37.620, 10, 66.6, T
SAN LUIS OBISPO MCCHESNEY FIELD, San Luis Obispo, CA04, -120.644, 35.238, 183, 68.8, 1.32
CEDARVILLE, Modoc, CA03, -120.179, 41.530, 4688, 71.0, 2.06
CHICO UNIVERSITY FARM, Butte, CA02, -121.821, 39.691, 185, 79.6, 0.01
CHULA VISTA, San Diego, CA06, -117.086, 32.640, 56, 71.4, 1.18
COLFAX, Placer, CA02, -120.947, 39.090, 2373, 77.7, 0.01
CUYAMACA, San Diego, CA06, -116.587, 32.990, 4640, 66.8, 0.76
DAVIS 2 WSW EXP FARM, Yolo, CA02, -121.776, 38.535, 60, 76.3, 0.00
DEATH VALLEY NATIONAL PARK, Inyo, CA07, -116.867, 36.463, -194, 99.0, 0.25
FAIRMONT, Los Angeles, CA07, -118.430, 34.705, 3060, 75.9, 1.25
FORT BRAGG 5 N, Mendocino, CA01, -123.756, 39.510, 123, 60.7, 0.47
HANFORD 1 S, Kings, CA05, -119.637, 36.316, 237, 83.1, 0.45
HAPPY CAMP RANGER STATION, Siskiyou, CA01, -123.375, 41.796, 1142, 73.2, 1.42
INDIO FIRE STATION, Riverside, CA07, -116.215, 33.709, -21, 91.7, 0.20
LEMON COVE, Tulare, CA05, -119.026, 36.382, 513, 81.9, 0.19
LIVERMORE, Alameda, CA04, -121.751, 37.682, 529, 73.5, T
MERCED MUNICIPAL AP, Merced, CA05, -120.518, 37.286, 152, 79.1, T
NAPA STATE HOSPITAL, Napa, CA01, -122.265, 38.278, 35, 71.3, 0.01
OJAI, Ventura, CA06, -119.227, 34.448, 745, 71.8, 1.35
ORLAND, Glenn, CA02, -122.200, 39.746, 254, 80.2, 0.03
ORLEANS, Humboldt, CA01, -123.532, 41.309, 403, 76.8, 0.43
PASADENA, Los Angeles, CA06, -118.145, 34.148, 864, 76.9, 0.64
PASO ROBLES, San Luis Obispo, CA04, -120.685, 35.628, 730, 72.1, 2.82
PETALUMA AIRPORT, Sonoma, CA01, -122.608, 38.258, 20, 68.6, 0.06
QUINCY, Plumas, CA02, -120.947, 39.937, 3420, 69.3, 0.41
REDLANDS, San Bernardino, CA06, -117.195, 34.037, 1410, M, 1.66
SANTA BARBARA, Santa Barbara, CA06, -119.684, 34.417, 16, 70.0, 0.04
SANTA CRUZ, Santa Cruz, CA04, -122.000, 36.988, 70, 69.7, 0.03
TAHOE CITY, Placer, CA03, -120.143, 39.168, 6230, 61.8, 0.69
WASCO, Kern, CA05, -119.352, 35.589, 291, 83.5, 0.10
WEAVERVILLE, Trinity, CA01, -122.940, 40.737, 2058, 75.5, 1.05
WILLOWS 6 W, Glenn, CA02, -122.305, 39.523, 234, 79.3, 0.05
YOSEMITE PARK HEADQUARTERS, Mariposa, CA05, -119.590, 37.750, 4018, 73.7, 2.58
YREKA, Siskiyou, CA01, -122.641, 41.703, 2709, 74.7, 0.77
BERKELEY, Alameda, CA04, -122.260, 37.874, 310, 66.6, 0.07
BLYTHE, Riverside, CA07, -114.597, 33.613, 268, 92.8, 0.25
EUREKA WFO WOODLEY ISLAND, Humboldt, CA01, -124.160, 40.810, 20, 61.0, 0.15
INDEPENDENCE, Inyo, CA07, -118.204, 36.798, 3950, 81.1, 0.40
SAN LUIS OBISPO POLY, San Luis Obispo, CA04, -120.662, 35.306, 308, 67.7, 1.37
BURNEY, Shasta, CA02, -121.655, 40.880, 3198, 69.9, 0.73
IMPERIAL BEACH REAM FIELD NAS, San Diego, CA06, -117.117, 32.568, 24, 70.0, T
CAMPO, San Diego, CA06, -116.470, 32.626, 2630, 70.6, 0.46
EL CENTRO 2 SSW, Imperial, CA07, -115.562, 32.767, -30, 90.8, 1.08
IMPERIAL COUNTY AP, Imperial, CA07, -115.577, 32.835, -55, 90.6, 0.26
EL CENTRO NAF, Imperial, CA07, -115.664, 32.832, -46, 90.7, T
ALPINE, San Diego, CA06, -116.777, 32.836, 1695, 73.0, 0.68
DEEP CANYON LAB, Riverside, CA07, -116.376, 33.651, 1200, M, 1.07
ELSINORE, Riverside, CA06, -117.346, 33.686, 1268, 78.0, 1.29
SANTA ANA JOHN WAYNE AP, Orange, CA06, -117.867, 33.680, 43, 72.7, 0.45
HAYFIELD PUMPING PLANT, Riverside, CA07, -115.629, 33.704, 1370, 88.3, 1.23
IDYLLWILD FIRE DEPT, Riverside, CA06, -116.707, 33.757, 5380, 65.6, 3.48
SAN JACINTO, Riverside, CA06, -116.975, 33.797, 1525, 77.1, 1.97
HEMET, Riverside, CA06, -116.894, 33.738, 1811, 75.2, 1.42
SANTA ANA FIRE STATION, Orange, CA06, -117.867, 33.744, 135, 75.2, 0.41
EAGLE MOUNTAIN, Riverside, CA07, -115.451, 33.809, 973, 89.6, 1.60
PALM SPRINGS, Riverside, CA07, -116.510, 33.828, 425, M, 0.62
LONG BEACH DAUGHERTY AP, Los Angeles, CA06, -118.147, 33.812, 34, 75.3, 0.54
PALOS VERDES ES FC43D, Los Angeles, CA06, -118.391, 33.800, 220, M, 0.75
FULLERTON MUNICIPAL AP, Orange, CA06, -117.986, 33.872, 86, 76.0, 0.48
